Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-01-01 00:00:00,Spain,Spain,ES,133.64,175.54,76.35,42.94,entsoe.eu,false,
2022-01-01 01:00:00,Spain,Spain,ES,139.1,181.54,75.69,41.62,entsoe.eu,false,
2022-01-01 02:00:00,Spain,Spain,ES,147.66,191.58,74.21,40.41,entsoe.eu,false,
2022-01-01 03:00:00,Spain,Spain,ES,147.92,191.65,74.36,40.26,entsoe.eu,false,
2022-01-01 04:00:00,Spain,Spain,ES,142.53,185.73,75.2,40.23,entsoe.eu,false,
2022-01-01 05:00:00,Spain,Spain,ES,146.98,191.21,74.24,39.14,entsoe.eu,false,
2022-01-01 06:00:00,Spain,Spain,ES,153.46,198.9,72.93,38.89,entsoe.eu,false,
2022-01-01 07:00:00,Spain,Spain,ES,151.08,196.02,73.42,39.28,entsoe.eu,false,
2022-01-01 08:00:00,Spain,Spain,ES,122.98,164.06,78.37,45.38,entsoe.eu,false,
2022-01-01 09:00:00,Spain,Spain,ES,100.65,139.04,82.43,53.39,entsoe.eu,false,
2022-01-01 10:00:00,Spain,Spain,ES,95.59,133.73,83.35,56.79,entsoe.eu,false,
2022-01-01 11:00:00,Spain,Spain,ES,90.26,128.11,83.88,56.18,entsoe.eu,false,
2022-01-01 12:00:00,Spain,Spain,ES,93.52,131.94,83.14,54.22,entsoe.eu,false,
2022-01-01 13:00:00,Spain,Spain,ES,99.75,139.42,81.99,53.42,entsoe.eu,false,
2022-01-01 14:00:00,Spain,Spain,ES,102.4,142.02,82.0,55.64,entsoe.eu,false,
2022-01-01 15:00:00,Spain,Spain,ES,110.82,151.09,80.44,52.36,entsoe.eu,false,
2022-01-01 16:00:00,Spain,Spain,ES,115.71,155.62,79.65,48.26,entsoe.eu,false,
2022-01-01 17:00:00,Spain,Spain,ES,122.47,162.42,78.37,46.13,entsoe.eu,false,
2022-01-01 18:00:00,Spain,Spain,ES,125.36,165.71,77.68,46.17,entsoe.eu,false,
2022-01-01 19:00:00,Spain,Spain,ES,123.63,163.4,78.16,47.11,entsoe.eu,false,
2022-01-01 20:00:00,Spain,Spain,ES,124.65,164.71,77.92,47.13,entsoe.eu,false,
2022-01-01 21:00:00,Spain,Spain,ES,120.56,160.01,78.65,46.81,entsoe.eu,false,
2022-01-01 22:00:00,Spain,Spain,ES,118.12,157.34,79.01,46.57,entsoe.eu,false,
2022-01-01 23:00:00,Spain,Spain,ES,127.34,168.35,77.33,44.15,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2022-01-02 00:00:00,Spain,Spain,ES,131.0,173.04,76.59,42.19,entsoe.eu,false,
2022-01-02 01:00:00,Spain,Spain,ES,140.71,184.3,74.97,40.26,entsoe.eu,false,
2022-01-02 02:00:00,Spain,Spain,ES,143.31,187.59,74.43,39.74,entsoe.eu,false,
2022-01-02 03:00:00,Spain,Spain,ES,151.64,197.1,73.08,39.16,entsoe.eu,false,
2022-01-02 04:00:00,Spain,Spain,ES,150.79,196.16,73.24,39.18,entsoe.eu,false,
2022-01-02 05:00:00,Spain,Spain,ES,151.31,197.2,72.87,38.88,entsoe.eu,false,
2022-01-02 06:00:00,Spain,Spain,ES,161.74,210.22,70.3,37.24,entsoe.eu,false,
2022-01-02 07:00:00,Spain,Spain,ES,166.22,215.83,69.23,36.46,entsoe.eu,false,
2022-01-02 08:00:00,Spain,Spain,ES,152.62,201.32,70.94,39.71,entsoe.eu,false,
2022-01-02 09:00:00,Spain,Spain,ES,134.67,181.37,74.0,44.56,entsoe.eu,false,
2022-01-02 10:00:00,Spain,Spain,ES,126.25,171.65,75.78,47.47,entsoe.eu,false,
2022-01-02 11:00:00,Spain,Spain,ES,123.52,168.55,76.32,48.63,entsoe.eu,false,
2022-01-02 12:00:00,Spain,Spain,ES,124.95,170.46,75.92,48.63,entsoe.eu,false,
2022-01-02 13:00:00,Spain,Spain,ES,136.62,184.09,73.8,47.17,entsoe.eu,false,
2022-01-02 14:00:00,Spain,Spain,ES,139.04,186.41,73.71,46.48,entsoe.eu,false,
2022-01-02 15:00:00,Spain,Spain,ES,158.68,208.86,70.21,41.78,entsoe.eu,false,
2022-01-02 16:00:00,Spain,Spain,ES,192.54,248.58,63.24,34.27,entsoe.eu,false,
2022-01-02 17:00:00,Spain,Spain,ES,200.25,258.13,61.07,31.9,entsoe.eu,false,
2022-01-02 18:00:00,Spain,Spain,ES,192.72,248.96,62.36,34.75,entsoe.eu,false,
2022-01-02 19:00:00,Spain,Spain,ES,189.62,245.29,62.94,35.79,entsoe.eu,false,
2022-01-02 20:00:00,Spain,Spain,ES,191.0,247.07,62.76,35.45,entsoe.eu,false,
2022-01-02 21:00:00,Spain,Spain,ES,196.99,254.36,61.65,33.85,entsoe.eu,false,
2022-01-02 22:00:00,Spain,Spain,ES,198.61,255.93,61.76,32.77,entsoe.eu,false,
2022-01-02 23:00:00,Spain,Spain,ES,202.39,259.18,62.6,30.68,entsoe.eu,false,
2022-01-03 00:00:00,Spain,Spain,ES,202.72,259.42,62.73,30.45,entsoe.eu,false,
2022-01-03 01:00:00,Spain,Spain,ES,202.49,259.16,62.72,30.81,entsoe.eu,false,
2022-01-03 02:00:00,Spain,Spain,ES,198.65,255.04,63.01,30.82,entsoe.eu,false,
2022-01-03 03:00:00,Spain,Spain,ES,195.21,251.04,63.52,31.13,entsoe.eu,false,
2022-01-03 04:00:00,Spain,Spain,ES,197.39,253.29,63.3,31.38,entsoe.eu,false,
2022-01-03 05:00:00,Spain,Spain,ES,200.66,257.59,62.13,31.81,entsoe.eu,false,
2022-01-03 06:00:00,Spain,Spain,ES,187.87,243.27,63.74,33.03,entsoe.eu,false,
2022-01-03 07:00:00,Spain,Spain,ES,182.73,236.51,65.14,36.5,entsoe.eu,false,
2022-01-03 08:00:00,Spain,Spain,ES,165.28,215.65,68.7,41.56,entsoe.eu,false,
2022-01-03 09:00:00,Spain,Spain,ES,151.2,199.85,71.38,45.88,entsoe.eu,false,
2022-01-03 10:00:00,Spain,Spain,ES,143.77,191.46,72.84,48.22,entsoe.eu,false,
2022-01-03 11:00:00,Spain,Spain,ES,136.74,183.0,74.42,49.81,entsoe.eu,false,
2022-01-03 12:00:00,Spain,Spain,ES,131.48,176.54,75.57,51.21,entsoe.eu,false,
2022-01-03 13:00:00,Spain,Spain,ES,121.0,164.47,77.26,52.92,entsoe.eu,false,
2022-01-03 14:00:00,Spain,Spain,ES,115.69,157.86,78.41,53.64,entsoe.eu,false,
2022-01-03 15:00:00,Spain,Spain,ES,132.76,178.25,74.79,51.02,entsoe.eu,false,
2022-01-03 16:00:00,Spain,Spain,ES,158.88,208.51,69.4,44.89,entsoe.eu,false,
2022-01-03 17:00:00,Spain,Spain,ES,165.3,215.62,68.26,46.3,entsoe.eu,false,
2022-01-03 18:00:00,Spain,Spain,ES,161.15,210.34,69.19,47.85,entsoe.eu,false,
2022-01-03 19:00:00,Spain,Spain,ES,151.7,198.47,71.14,46.66,entsoe.eu,false,
2022-01-03 20:00:00,Spain,Spain,ES,150.15,196.7,71.46,47.08,entsoe.eu,false,
2022-01-03 21:00:00,Spain,Spain,ES,146.8,192.76,72.59,50.17,entsoe.eu,false,
2022-01-03 22:00:00,Spain,Spain,ES,142.57,188.1,73.37,50.7,entsoe.eu,false,
2022-01-03 23:00:00,Spain,Spain,ES,138.57,182.03,74.86,51.06,entsoe.eu,false,
2022-01-04 00:00:00,Spain,Spain,ES,135.26,177.61,75.96,53.53,entsoe.eu,false,
2022-01-04 01:00:00,Spain,Spain,ES,134.47,176.69,76.14,53.4,entsoe.eu,false,
2022-01-04 02:00:00,Spain,Spain,ES,134.42,176.42,76.17,51.7,entsoe.eu,false,
2022-01-04 03:00:00,Spain,Spain,ES,135.07,177.28,76.01,51.47,entsoe.eu,false,
2022-01-04 04:00:00,Spain,Spain,ES,146.03,190.47,74.08,51.73,entsoe.eu,false,
2022-01-04 05:00:00,Spain,Spain,ES,152.75,198.59,72.66,51.37,entsoe.eu,false,
2022-01-04 06:00:00,Spain,Spain,ES,145.49,190.77,73.57,53.72,entsoe.eu,false,
2022-01-04 07:00:00,Spain,Spain,ES,136.07,179.29,75.34,56.61,entsoe.eu,false,
2022-01-04 08:00:00,Spain,Spain,ES,132.88,175.88,75.86,57.89,entsoe.eu,false,
2022-01-04 09:00:00,Spain,Spain,ES,127.73,170.11,77.06,59.49,entsoe.eu,false,
2022-01-04 10:00:00,Spain,Spain,ES,120.34,161.42,78.46,60.94,entsoe.eu,false,
2022-01-04 11:00:00,Spain,Spain,ES,123.43,165.29,77.51,60.05,entsoe.eu,false,
2022-01-04 12:00:00,Spain,Spain,ES,123.83,165.5,77.58,60.26,entsoe.eu,false,
2022-01-04 13:00:00,Spain,Spain,ES,111.9,150.51,80.41,63.01,entsoe.eu,false,
2022-01-04 14:00:00,Spain,Spain,ES,110.73,148.73,80.76,63.01,entsoe.eu,false,
2022-01-04 15:00:00,Spain,Spain,ES,114.67,152.79,80.21,62.38,entsoe.eu,false,
2022-01-04 16:00:00,Spain,Spain,ES,121.31,160.15,78.93,61.07,entsoe.eu,false,
2022-01-04 17:00:00,Spain,Spain,ES,116.92,155.25,79.45,61.54,entsoe.eu,false,
2022-01-04 18:00:00,Spain,Spain,ES,115.92,154.23,79.57,61.23,entsoe.eu,false,
2022-01-04 19:00:00,Spain,Spain,ES,111.85,149.2,80.24,59.52,entsoe.eu,false,
2022-01-04 20:00:00,Spain,Spain,ES,104.96,140.7,81.73,60.62,entsoe.eu,false,
2022-01-04 21:00:00,Spain,Spain,ES,103.86,139.74,81.88,62.35,entsoe.eu,false,
2022-01-04 22:00:00,Spain,Spain,ES,109.38,146.07,81.12,61.52,entsoe.eu,false,
2022-01-04 23:00:00,Spain,Spain,ES,123.59,162.34,78.8,58.63,entsoe.eu,false,
2022-01-05 00:00:00,Spain,Spain,ES,125.3,164.41,78.51,57.59,entsoe.eu,false,
2022-01-05 01:00:00,Spain,Spain,ES,124.85,163.84,78.65,57.51,entsoe.eu,false,
2022-01-05 02:00:00,Spain,Spain,ES,125.93,165.44,78.32,56.27,entsoe.eu,false,
2022-01-05 03:00:00,Spain,Spain,ES,130.22,170.04,77.84,55.66,entsoe.eu,false,
2022-01-05 04:00:00,Spain,Spain,ES,133.5,173.83,77.33,54.59,entsoe.eu,false,
2022-01-05 05:00:00,Spain,Spain,ES,136.76,177.69,76.72,55.64,entsoe.eu,false,
2022-01-05 06:00:00,Spain,Spain,ES,131.52,171.93,77.4,57.47,entsoe.eu,false,
2022-01-05 07:00:00,Spain,Spain,ES,129.75,170.71,77.0,57.98,entsoe.eu,false,
2022-01-05 08:00:00,Spain,Spain,ES,123.75,164.24,77.81,59.89,entsoe.eu,false,
2022-01-05 09:00:00,Spain,Spain,ES,120.59,161.34,78.32,61.15,entsoe.eu,false,
2022-01-05 10:00:00,Spain,Spain,ES,120.59,161.24,78.48,61.41,entsoe.eu,false,
2022-01-05 11:00:00,Spain,Spain,ES,115.73,156.02,79.35,62.22,entsoe.eu,false,
