Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-01 00:00:00,Spain,Spain,ES,82.99,114.42,84.03,50.66,entsoe.eu,false,
2023-01-01 01:00:00,Spain,Spain,ES,85.96,117.69,83.61,49.16,entsoe.eu,false,
2023-01-01 02:00:00,Spain,Spain,ES,86.46,118.07,83.64,47.17,entsoe.eu,false,
2023-01-01 03:00:00,Spain,Spain,ES,86.87,118.8,83.62,45.64,entsoe.eu,false,
2023-01-01 04:00:00,Spain,Spain,ES,87.33,119.16,83.6,44.03,entsoe.eu,false,
2023-01-01 05:00:00,Spain,Spain,ES,87.09,118.6,83.74,43.63,entsoe.eu,false,
2023-01-01 06:00:00,Spain,Spain,ES,86.03,117.1,83.96,44.89,entsoe.eu,false,
2023-01-01 07:00:00,Spain,Spain,ES,88.49,120.18,83.44,44.04,entsoe.eu,false,
2023-01-01 08:00:00,Spain,Spain,ES,88.71,120.49,83.41,45.21,entsoe.eu,false,
2023-01-01 09:00:00,Spain,Spain,ES,80.97,111.8,84.95,51.71,entsoe.eu,false,
2023-01-01 10:00:00,Spain,Spain,ES,81.43,113.21,84.95,57.24,entsoe.eu,false,
2023-01-01 11:00:00,Spain,Spain,ES,75.92,107.17,85.96,59.93,entsoe.eu,false,
2023-01-01 12:00:00,Spain,Spain,ES,71.29,101.82,87.02,61.83,entsoe.eu,false,
2023-01-01 13:00:00,Spain,Spain,ES,74.41,105.47,86.51,61.65,entsoe.eu,false,
2023-01-01 14:00:00,Spain,Spain,ES,75.66,106.77,86.2,60.64,entsoe.eu,false,
2023-01-01 15:00:00,Spain,Spain,ES,83.34,115.73,84.51,58.08,entsoe.eu,false,
2023-01-01 16:00:00,Spain,Spain,ES,85.28,117.26,83.81,56.58,entsoe.eu,false,
2023-01-01 17:00:00,Spain,Spain,ES,68.77,95.98,87.67,62.22,entsoe.eu,false,
2023-01-01 18:00:00,Spain,Spain,ES,62.68,87.7,89.47,65.41,entsoe.eu,false,
2023-01-01 19:00:00,Spain,Spain,ES,62.82,87.27,89.76,66.45,entsoe.eu,false,
2023-01-01 20:00:00,Spain,Spain,ES,64.05,88.23,89.8,66.9,entsoe.eu,false,
2023-01-01 21:00:00,Spain,Spain,ES,61.42,86.07,89.66,66.06,entsoe.eu,false,
2023-01-01 22:00:00,Spain,Spain,ES,63.15,89.0,88.85,64.06,entsoe.eu,false,
2023-01-01 23:00:00,Spain,Spain,ES,73.75,102.48,86.16,60.67,entsoe.eu,false,
2023-01-02 00:00:00,Spain,Spain,ES,83.49,114.39,83.84,58.65,entsoe.eu,false,
2023-01-02 01:00:00,Spain,Spain,ES,87.94,119.89,82.9,56.73,entsoe.eu,false,
2023-01-02 02:00:00,Spain,Spain,ES,90.83,123.17,82.56,54.83,entsoe.eu,false,
2023-01-02 03:00:00,Spain,Spain,ES,95.63,129.36,81.54,53.36,entsoe.eu,false,
2023-01-02 04:00:00,Spain,Spain,ES,104.71,141.2,79.52,51.26,entsoe.eu,false,
2023-01-02 05:00:00,Spain,Spain,ES,113.08,151.93,77.61,49.57,entsoe.eu,false,
2023-01-02 06:00:00,Spain,Spain,ES,132.31,176.26,72.94,45.52,entsoe.eu,false,
2023-01-02 07:00:00,Spain,Spain,ES,143.26,188.82,71.17,45.75,entsoe.eu,false,
2023-01-02 08:00:00,Spain,Spain,ES,149.48,196.42,70.13,45.61,entsoe.eu,false,
2023-01-02 09:00:00,Spain,Spain,ES,148.56,195.26,70.69,47.41,entsoe.eu,false,
2023-01-02 10:00:00,Spain,Spain,ES,148.72,195.35,71.1,48.11,entsoe.eu,false,
2023-01-02 11:00:00,Spain,Spain,ES,145.5,191.86,71.79,48.79,entsoe.eu,false,
2023-01-02 12:00:00,Spain,Spain,ES,139.84,185.4,72.85,49.99,entsoe.eu,false,
2023-01-02 13:00:00,Spain,Spain,ES,139.08,184.12,73.17,50.44,entsoe.eu,false,
2023-01-02 14:00:00,Spain,Spain,ES,144.79,189.87,72.44,49.29,entsoe.eu,false,
2023-01-02 15:00:00,Spain,Spain,ES,149.62,195.21,71.58,48.09,entsoe.eu,false,
2023-01-02 16:00:00,Spain,Spain,ES,163.65,211.52,68.77,44.42,entsoe.eu,false,
2023-01-02 17:00:00,Spain,Spain,ES,169.25,217.85,67.58,43.05,entsoe.eu,false,
2023-01-02 18:00:00,Spain,Spain,ES,162.32,209.86,68.6,43.02,entsoe.eu,false,
2023-01-02 19:00:00,Spain,Spain,ES,154.17,199.91,70.28,42.86,entsoe.eu,false,
2023-01-02 20:00:00,Spain,Spain,ES,148.91,193.28,71.45,44.0,entsoe.eu,false,
