Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-01-01 00:00:00,Brazil,Brazil,BR,74.48,109.85,87.05,84.13,,false,
2022-01-01 01:00:00,Brazil,Brazil,BR,78.23,114.26,86.39,83.26,,false,
2022-01-01 02:00:00,Brazil,Brazil,BR,78.31,114.41,86.38,83.07,,false,
2022-01-01 03:00:00,Brazil,Brazil,BR,77.24,113.06,86.57,83.1,,false,
2022-01-01 04:00:00,Brazil,Brazil,BR,74.38,109.83,87.06,83.59,,false,
2022-01-01 05:00:00,Brazil,Brazil,BR,74.84,110.33,86.98,83.46,,false,
2022-01-01 06:00:00,Brazil,Brazil,BR,76.5,112.27,86.7,83.1,,false,
2022-01-01 07:00:00,Brazil,Brazil,BR,77.66,113.64,86.49,82.84,,false,
2022-01-01 08:00:00,Brazil,Brazil,BR,78.5,114.53,86.35,82.57,,false,
2022-01-01 09:00:00,Brazil,Brazil,BR,79.12,115.33,86.24,82.25,,false,
2022-01-01 10:00:00,Brazil,Brazil,BR,77.61,113.75,86.5,82.49,,false,
2022-01-01 11:00:00,Brazil,Brazil,BR,78.83,115.38,86.29,82.26,,false,
2022-01-01 12:00:00,Brazil,Brazil,BR,78.05,114.82,86.43,82.43,,false,
2022-01-01 13:00:00,Brazil,Brazil,BR,77.03,113.65,86.6,82.62,,false,
2022-01-01 14:00:00,Brazil,Brazil,BR,75.11,111.44,86.94,83.03,,false,
2022-01-01 15:00:00,Brazil,Brazil,BR,74.64,110.84,87.02,83.14,,false,
2022-01-01 16:00:00,Brazil,Brazil,BR,74.52,110.62,87.04,83.15,,false,
2022-01-01 17:00:00,Brazil,Brazil,BR,73.03,108.64,87.3,83.47,,false,
2022-01-01 18:00:00,Brazil,Brazil,BR,71.43,106.31,87.58,83.83,,false,
2022-01-01 19:00:00,Brazil,Brazil,BR,70.3,104.58,87.77,84.1,,false,
2022-01-01 20:00:00,Brazil,Brazil,BR,67.61,101.27,88.24,84.73,,false,
2022-01-01 21:00:00,Brazil,Brazil,BR,63.15,96.1,89.02,85.75,,false,
2022-01-01 22:00:00,Brazil,Brazil,BR,58.26,90.51,89.87,86.87,,false,
2022-01-01 23:00:00,Brazil,Brazil,BR,56.39,88.41,90.19,87.3,,false,
2022-01-02 00:00:00,Brazil,Brazil,BR,56.74,88.8,90.13,87.22,,false,
2022-01-02 01:00:00,Brazil,Brazil,BR,57.58,89.9,89.99,87.02,,false,
2022-01-02 02:00:00,Brazil,Brazil,BR,59.45,92.06,89.66,86.61,,false,
2022-01-02 03:00:00,Brazil,Brazil,BR,62.44,95.39,89.14,85.95,,false,
2022-01-02 04:00:00,Brazil,Brazil,BR,65.7,99.15,88.57,85.24,,false,
2022-01-02 05:00:00,Brazil,Brazil,BR,68.55,102.58,88.08,84.62,,false,
2022-01-02 06:00:00,Brazil,Brazil,BR,69.8,104.06,87.86,84.32,,false,
2022-01-02 07:00:00,Brazil,Brazil,BR,70.7,105.14,87.7,84.11,,false,
2022-01-02 08:00:00,Brazil,Brazil,BR,72.35,106.95,87.42,83.73,,false,
2022-01-02 09:00:00,Brazil,Brazil,BR,75.03,110.11,86.95,83.09,,false,
2022-01-02 10:00:00,Brazil,Brazil,BR,75.06,110.39,86.95,83.1,,false,
2022-01-02 11:00:00,Brazil,Brazil,BR,73.92,109.35,87.14,83.35,,false,
2022-01-02 12:00:00,Brazil,Brazil,BR,72.88,108.66,87.32,83.56,,false,
2022-01-02 13:00:00,Brazil,Brazil,BR,71.57,107.28,87.55,83.85,,false,
2022-01-02 14:00:00,Brazil,Brazil,BR,69.92,105.43,87.84,84.23,,false,
