Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-01-01 00:00:00,Norway,Norway,NO,33.11,63.03,94.86,90.85,entsoe.eu,false,
2022-01-01 01:00:00,Norway,Norway,NO,27.06,56.47,96.07,92.12,entsoe.eu,false,
2022-01-01 02:00:00,Norway,Norway,NO,38.06,69.71,93.97,89.7,entsoe.eu,false,
2022-01-01 03:00:00,Norway,Norway,NO,39.57,71.59,93.65,88.67,entsoe.eu,false,
2022-01-01 04:00:00,Norway,Norway,NO,41.57,73.97,93.35,88.69,entsoe.eu,false,
2022-01-01 05:00:00,Norway,Norway,NO,41.96,74.21,93.39,88.24,entsoe.eu,false,
2022-01-01 06:00:00,Norway,Norway,NO,42.72,74.89,93.31,87.73,entsoe.eu,false,
2022-01-01 07:00:00,Norway,Norway,NO,45.03,77.64,93.03,87.74,entsoe.eu,false,
2022-01-01 08:00:00,Norway,Norway,NO,46.0,78.66,92.91,88.5,entsoe.eu,false,
2022-01-01 09:00:00,Norway,Norway,NO,41.34,73.02,93.67,89.78,entsoe.eu,false,
2022-01-01 10:00:00,Norway,Norway,NO,40.18,71.22,93.91,90.16,entsoe.eu,false,
2022-01-01 11:00:00,Norway,Norway,NO,41.43,72.25,93.84,90.0,entsoe.eu,false,
2022-01-01 12:00:00,Norway,Norway,NO,41.19,71.77,93.84,89.65,entsoe.eu,false,
2022-01-01 13:00:00,Norway,Norway,NO,41.4,71.71,94.11,90.74,entsoe.eu,false,
2022-01-01 14:00:00,Norway,Norway,NO,42.79,72.49,94.01,90.96,entsoe.eu,false,
2022-01-01 15:00:00,Norway,Norway,NO,38.32,66.89,94.59,91.43,entsoe.eu,false,
2022-01-01 16:00:00,Norway,Norway,NO,26.38,52.92,96.44,93.69,entsoe.eu,false,
2022-01-01 17:00:00,Norway,Norway,NO,19.94,45.62,97.14,94.49,entsoe.eu,false,
2022-01-01 18:00:00,Norway,Norway,NO,29.42,56.43,96.04,92.35,entsoe.eu,false,
2022-01-01 19:00:00,Norway,Norway,NO,37.43,65.81,94.76,90.66,entsoe.eu,false,
2022-01-01 20:00:00,Norway,Norway,NO,36.51,64.71,94.78,90.55,entsoe.eu,false,
2022-01-01 21:00:00,Norway,Norway,NO,35.94,64.3,94.81,90.62,entsoe.eu,false,
2022-01-01 22:00:00,Norway,Norway,NO,34.71,63.43,94.65,90.54,entsoe.eu,false,
2022-01-01 23:00:00,Norway,Norway,NO,25.15,52.55,95.5,90.82,entsoe.eu,false,
2022-01-02 00:00:00,Norway,Norway,NO,21.82,48.72,95.93,91.27,entsoe.eu,false,
2022-01-02 01:00:00,Norway,Norway,NO,21.79,48.78,95.9,90.91,entsoe.eu,false,
2022-01-02 02:00:00,Norway,Norway,NO,23.28,50.69,95.65,90.11,entsoe.eu,false,
2022-01-02 03:00:00,Norway,Norway,NO,23.83,51.4,95.54,89.22,entsoe.eu,false,
2022-01-02 04:00:00,Norway,Norway,NO,24.06,51.51,95.46,88.51,entsoe.eu,false,
2022-01-02 05:00:00,Norway,Norway,NO,24.04,51.82,95.46,88.34,entsoe.eu,false,
2022-01-02 06:00:00,Norway,Norway,NO,23.54,51.37,95.56,89.68,entsoe.eu,false,
2022-01-02 07:00:00,Norway,Norway,NO,23.72,51.99,95.55,89.93,entsoe.eu,false,
2022-01-02 08:00:00,Norway,Norway,NO,23.32,51.58,95.55,90.26,entsoe.eu,false,
2022-01-02 09:00:00,Norway,Norway,NO,21.7,50.01,95.92,91.78,entsoe.eu,false,
2022-01-02 10:00:00,Norway,Norway,NO,20.46,48.75,96.31,93.28,entsoe.eu,false,
2022-01-02 11:00:00,Norway,Norway,NO,21.18,49.87,96.13,92.68,entsoe.eu,false,
2022-01-02 12:00:00,Norway,Norway,NO,22.11,50.96,96.01,92.7,entsoe.eu,false,
2022-01-02 13:00:00,Norway,Norway,NO,20.34,48.37,96.3,93.04,entsoe.eu,false,
2022-01-02 14:00:00,Norway,Norway,NO,23.02,51.34,95.99,93.26,entsoe.eu,false,
2022-01-02 15:00:00,Norway,Norway,NO,23.3,51.68,95.91,93.33,entsoe.eu,false,
2022-01-02 16:00:00,Norway,Norway,NO,21.03,48.41,96.39,93.86,entsoe.eu,false,
2022-01-02 17:00:00,Norway,Norway,NO,19.85,46.91,96.59,94.37,entsoe.eu,false,
2022-01-02 18:00:00,Norway,Norway,NO,19.51,46.16,96.6,94.54,entsoe.eu,false,
2022-01-02 19:00:00,Norway,Norway,NO,28.46,55.98,95.38,92.68,entsoe.eu,false,
2022-01-02 20:00:00,Norway,Norway,NO,30.52,58.51,94.99,92.25,entsoe.eu,false,
2022-01-02 21:00:00,Norway,Norway,NO,31.27,59.94,94.93,92.77,entsoe.eu,false,
2022-01-02 22:00:00,Norway,Norway,NO,33.6,62.79,94.43,91.22,entsoe.eu,false,
2022-01-02 23:00:00,Norway,Norway,NO,31.84,60.53,94.63,89.57,entsoe.eu,false,
2022-01-03 00:00:00,Norway,Norway,NO,27.46,55.62,95.13,88.75,entsoe.eu,false,
2022-01-03 01:00:00,Norway,Norway,NO,25.9,53.96,95.51,88.81,entsoe.eu,false,
2022-01-03 02:00:00,Norway,Norway,NO,24.9,52.76,95.57,89.53,entsoe.eu,false,
2022-01-03 03:00:00,Norway,Norway,NO,24.52,51.99,95.57,89.56,entsoe.eu,false,
2022-01-03 04:00:00,Norway,Norway,NO,23.01,49.92,95.81,91.15,entsoe.eu,false,
2022-01-03 05:00:00,Norway,Norway,NO,19.34,45.3,96.8,94.24,entsoe.eu,false,
2022-01-03 06:00:00,Norway,Norway,NO,18.93,45.04,96.56,94.78,entsoe.eu,false,
