Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-01 00:00:00,Brazil,Brazil,BR,29.17,55.36,94.93,92.09,,false,
2023-01-01 01:00:00,Brazil,Brazil,BR,31.55,57.92,94.51,91.44,,false,
2023-01-01 02:00:00,Brazil,Brazil,BR,32.96,59.36,94.27,91.02,,false,
2023-01-01 03:00:00,Brazil,Brazil,BR,35.24,61.91,93.87,90.46,,false,
2023-01-01 04:00:00,Brazil,Brazil,BR,35.25,62.02,93.87,90.46,,false,
2023-01-01 05:00:00,Brazil,Brazil,BR,35.46,62.24,93.83,90.39,,false,
2023-01-01 06:00:00,Brazil,Brazil,BR,36.06,62.95,93.73,90.22,,false,
2023-01-01 07:00:00,Brazil,Brazil,BR,36.77,63.79,93.61,90.02,,false,
2023-01-01 08:00:00,Brazil,Brazil,BR,38.56,65.89,93.29,89.55,,false,
2023-01-01 09:00:00,Brazil,Brazil,BR,41.09,69.45,92.85,88.86,,false,
2023-01-01 10:00:00,Brazil,Brazil,BR,42.05,71.49,92.69,88.58,,false,
2023-01-01 11:00:00,Brazil,Brazil,BR,42.66,72.43,92.58,88.4,,false,
2023-01-01 12:00:00,Brazil,Brazil,BR,42.85,73.0,92.55,88.25,,false,
2023-01-01 13:00:00,Brazil,Brazil,BR,41.97,72.06,92.7,88.41,,false,
2023-01-01 14:00:00,Brazil,Brazil,BR,40.87,70.87,92.89,88.71,,false,
2023-01-01 15:00:00,Brazil,Brazil,BR,40.0,70.05,93.04,88.93,,false,
2023-01-01 16:00:00,Brazil,Brazil,BR,39.92,69.96,93.06,88.96,,false,
2023-01-01 17:00:00,Brazil,Brazil,BR,39.63,69.54,93.11,89.1,,false,
2023-01-01 18:00:00,Brazil,Brazil,BR,38.49,67.98,93.31,89.4,,false,
2023-01-01 19:00:00,Brazil,Brazil,BR,36.71,65.68,93.62,89.89,,false,
2023-01-01 20:00:00,Brazil,Brazil,BR,34.21,62.25,94.05,90.59,,false,
2023-01-01 21:00:00,Brazil,Brazil,BR,31.2,58.46,94.57,91.42,,false,
2023-01-01 22:00:00,Brazil,Brazil,BR,28.72,55.37,95.0,92.09,,false,
2023-01-01 23:00:00,Brazil,Brazil,BR,27.79,54.18,95.17,92.34,,false,
2023-01-02 00:00:00,Brazil,Brazil,BR,28.09,54.47,95.11,92.27,,false,
2023-01-02 01:00:00,Brazil,Brazil,BR,28.71,55.05,95.01,92.11,,false,
2023-01-02 02:00:00,Brazil,Brazil,BR,29.86,56.19,94.81,91.8,,false,
2023-01-02 03:00:00,Brazil,Brazil,BR,31.85,58.4,94.46,91.31,,false,
2023-01-02 04:00:00,Brazil,Brazil,BR,34.1,61.04,94.07,90.78,,false,
2023-01-02 05:00:00,Brazil,Brazil,BR,35.77,63.09,93.78,90.39,,false,
2023-01-02 06:00:00,Brazil,Brazil,BR,37.57,65.25,93.47,90.01,,false,
2023-01-02 07:00:00,Brazil,Brazil,BR,38.41,66.39,93.32,89.83,,false,
2023-01-02 08:00:00,Brazil,Brazil,BR,39.24,67.51,93.18,89.71,,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 09:00:00,Brazil,Brazil,BR,40.5,69.72,92.96,89.51,,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 10:00:00,Brazil,Brazil,BR,39.63,69.35,93.11,89.81,,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 11:00:00,Brazil,Brazil,BR,39.03,68.96,93.21,90.02,,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 12:00:00,Brazil,Brazil,BR,39.19,69.27,93.18,90.01,,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 13:00:00,Brazil,Brazil,BR,39.4,69.86,93.15,90.03,,false,
