zonecode,0,10,20,30,40,50,60,70,80,90,99
SE-SE1,15.899619863013701,15.899619863013701,15.899619863013701,15.899619863013701,15.899619863013701,15.899619863013701,15.899619863013701,15.899619863013701,15.899619863013701,15.899619863013701,15.899619863013701
SE-SE2,16.304626712328766,16.304626712328766,16.304626712328766,16.304626712328766,16.304626712328766,16.304626712328766,16.304626712328766,16.304626712328766,16.304626712328766,16.304626712328766,
SE-SE3,23.427374429223743,23.427374429223743,23.427374429223743,23.427374429223743,23.427374429223743,23.427374429223743,23.427374429223743,23.427374429223743,23.427374429223743,23.427374429223743,
US-NW-SCL,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,
US-NW-CHPD,24.85292123287671,24.85292123287671,24.85292123287671,24.85292123287671,24.85292123287671,24.85292123287671,24.85292123287671,24.85292123287671,24.85292123287671,24.85292123287671,
US-NW-DOPD,26.384561643835617,26.384561643835617,26.384561643835617,26.384561643835617,26.384561643835617,26.384561643835617,26.384561643835617,26.384561643835617,26.384561643835617,26.384561643835617,
AU-TAS,26.73400228310502,26.73400228310502,26.73400228310502,26.73400228310502,26.73400228310502,26.73400228310502,26.73400228310502,26.73400228310502,26.73400228310502,26.73400228310502,
NO-NO3,27.27640182648402,27.27640182648402,27.27640182648402,27.27640182648402,27.27640182648402,27.27640182648402,27.27640182648402,27.27640182648402,27.27640182648402,27.27640182648402,
CA-QC,28.471166666666665,28.471166666666665,28.471166666666665,28.471166666666665,28.471166666666665,28.471166666666665,28.471166666666665,28.471166666666665,28.471166666666665,28.471166666666665,
NO-NO1,29.334046803652967,29.334046803652967,29.334046803652967,29.334046803652967,29.334046803652967,29.334046803652967,29.334046803652967,29.334046803652967,29.334046803652967,29.334046803652967,
NO-NO5,31.27281506849315,31.27281506849315,31.27281506849315,31.27281506849315,31.27281506849315,31.27281506849315,31.27281506849315,31.27281506849315,31.27281506849315,31.27281506849315,
US-NW-GCPD,37.15552511415525,37.15552511415525,37.15552511415525,37.15552511415525,37.15552511415525,37.15552511415525,37.15552511415525,37.15552511415525,37.15552511415525,37.15552511415525,
SE-SE4,37.30086301369863,37.30086301369863,37.30086301369863,37.30086301369863,37.30086301369863,37.30086301369863,37.30086301369863,37.30086301369863,37.30086301369863,,
NO-NO4,44.18876369863013,44.18876369863013,44.18876369863013,44.18876369863013,44.18876369863013,44.18876369863013,44.18876369863013,44.18876369863013,44.18876369863013,,
NO-NO2,53.03365753424658,53.03365753424658,53.03365753424658,53.03365753424658,53.03365753424658,53.03365753424658,53.03365753424658,53.03365753424658,53.03365753424658,,
CA-ON,59.141563926940634,59.141563926940634,59.141563926940634,59.141563926940634,59.141563926940634,59.141563926940634,59.141563926940634,59.141563926940634,59.141563926940634,,
DK-BHM,66.51311529680365,66.51311529680365,66.51311529680365,66.51311529680365,66.51311529680365,66.51311529680365,66.51311529680365,66.51311529680365,66.51311529680365,,
US-NW-TPWR,67.29688926940639,67.29688926940639,67.29688926940639,67.29688926940639,67.29688926940639,67.29688926940639,67.29688926940639,67.29688926940639,67.29688926940639,,
NZ,95.56433675799086,95.56433675799086,95.56433675799086,95.56433675799086,95.56433675799086,95.56433675799086,95.56433675799086,95.56433675799086,95.56433675799086,,
UY,95.84462557077624,95.84462557077624,95.84462557077624,95.84462557077624,95.84462557077624,95.84462557077624,95.84462557077624,95.84462557077624,95.84462557077624,,
US-NW-BPAT,96.07937214611871,96.07937214611871,96.07937214611871,96.07937214611871,96.07937214611871,96.07937214611871,96.07937214611871,96.07937214611871,96.07937214611871,,
FR,99.44588242009134,99.44588242009134,99.44588242009134,99.44588242009134,99.44588242009134,99.44588242009134,99.44588242009134,99.44588242009134,99.44588242009134,,
BR-CS,101.60296689497717,101.60296689497717,101.60296689497717,101.60296689497717,101.60296689497717,101.60296689497717,101.60296689497717,101.60296689497717,101.60296689497717,,
BR-N,105.05789726027396,105.05789726027396,105.05789726027396,105.05789726027396,105.05789726027396,105.05789726027396,105.05789726027396,105.05789726027396,105.05789726027396,,
US-NW-PSEI,130.55853881278537,130.55853881278537,130.55853881278537,130.55853881278537,130.55853881278537,130.55853881278537,130.55853881278537,130.55853881278537,,,
FI,147.17525,147.17525,147.17525,147.17525,147.17525,147.17525,147.17525,147.17525,,,
