zone_code,mean,cv
AT,244.51572602739722,0.13139213217660428
AU-NSW,592.9234143835615,0.15518910794478033
AU-QLD,657.0628424657534,0.13826586035091679
AU-SA,179.61434474885846,0.40281705412982
AU-TAS,26.73400228310502,0.16931746758059069
AU-VIC,541.0684280821918,0.11991283019032577
AU-WA,434.8869691780822,0.20404557876537524
BA,581.4339486301369,0.14605324251129012
BE,171.3494280821918,0.17793844658552965
BG,535.5372340182648,0.058275702532352314
BR-CS,101.60296689497717,0.0749739755590886
BR-N,105.05789726027396,0.08614836497761617
CA-ON,59.141563926940634,0.3477219370043456
CA-QC,28.471166666666665,0.02062312331057352
CH,152.3134703196347,0.2561862540695526
CL-SEN,211.88424315068494,0.22274367755823093
CY,949.7636461187216,0.1406207146038415
CZ,545.6372420091324,0.05745879643704474
DE,481.4542100456621,0.14910557525770485
DK-BHM,66.51311529680365,0.42537179592341884
DK-DK1,200.60849657534246,0.2003189135418539
DK-DK2,159.95328082191782,0.19750524438586695
EE,377.80571575342464,0.09719842747962419
ES,211.46014269406393,0.14769709129730507
FI,147.17525,0.0711039169129526
FR,99.44588242009134,0.11424095935492419
GB-NIR,354.6050878995434,0.19915702557078563
GB,234.79788356164383,0.1618750928501221
GR,433.91603196347035,0.18385906201278773
HK,435.3599999999999,0.0
HR,310.8345696347032,0.13003741866759663
HU,298.2814703196347,0.09456938160596723
ID,652.36,0.0
IE,397.21772945205475,0.15342279363918154
IL,577.2022363013698,0.02350780283434445
IN-MH,731.024582191781,0.017868544820447276
IN-UP,731.5320593607307,0.027838346378751325
IN-WE,614.7593310502282,0.06679798827995721
IT-CNO,352.3581061643835,0.1353359829008297
IT-CSO,461.0920148401826,0.15592874788687752
IT-NO,375.35323744292236,0.08181538890761494
IT-SAR,613.1161575342466,0.13696892551038978
IT-SIC,477.221946347032,0.16630819466857466
IT-SO,448.8693710045662,0.1704215916779831
JP-KN,458.4847054794521,0.053128463910551225
JP-TK,555.1362271689497,0.075028669290141
KR,490.8236632420092,0.02750445144747035
LT,229.26999657534245,0.18876524911692402
LU,362.2498150684931,0.20402885960961378
LV,284.2007945205479,0.1691467523566386
NL,398.21049657534246,0.138898422418244
NO-NO1,29.334046803652967,0.10355924597033565
NO-NO2,53.03365753424658,0.33665453075531604
NO-NO3,27.27640182648402,0.04722731615052225
NO-NO4,44.18876369863013,0.04567737779843006
NO-NO5,31.27281506849315,0.06436458447169317
NZ,95.56433675799086,0.10495505836733257
PA,239.69905821917808,0.09934072554261422
PE,206.2373002283105,0.0774996499819798
PL,819.2041278538813,0.07570071486760224
PT,222.85501598173516,0.13667120258750712
RO,473.1699315068493,0.08473779833165122
SE-SE1,15.899619863013701,0.07506621753366204
SE-SE2,16.304626712328766,0.036551344149222516
SE-SE3,23.427374429223743,0.09890819892525046
SE-SE4,37.30086301369863,0.21457902478643565
SG,491.5096723744293,0.014164410180322051
SI,276.5638173515982,0.12129773440762764
SK,345.01007990867583,0.0995324581021595
TR,396.1520662100457,0.07738254591735683
TW,535.7792579908677,0.047953150422336235
US-CAL-BANC,253.481845890411,0.10753052085464
US-CAL-CISO,264.2328356164383,0.2267670416033343
US-CAL-LDWP,374.18884817351596,0.12542052812277216
US-CAL-TIDC,383.9802534246575,0.16971142088368896
US-CAR-CPLE,311.79447602739725,0.15433371188514713
US-CAR-CPLW,478.5029600456621,0.04477049538210393
US-CAR-DUK,311.8410582191781,0.06913597310285807
US-CAR-SC,614.2364965753424,0.057316006646939824
US-CAR-SCEG,413.7088515981735,0.08807753663948321
US-CENT-SPA,284.0601723744292,0.30285700484131367
US-CENT-SWPP,466.7348595890411,0.14692336466335662
US-FLA-FMPP,565.8939771689498,0.039695653765138825
US-FLA-FPC,535.0040833333334,0.03595788220326662
US-FLA-FPL,400.9999212328767,0.059643920681044724
US-FLA-GVL,688.1029748858448,0.02719039889508512
US-FLA-JEA,672.3972271689497,0.036926046533506264
US-FLA-TAL,464.09693264840183,0.042581139960461374
US-FLA-TEC,578.1491689497716,0.06607211784999704
US-HI-OA,918.3538299086757,0.07794031112710088
