stats,1,6,12,24,48,96,168
defer,15.436135153318055,12.485914855554363,8.397440001026466,3.4905033547902664,2.2616028787383953,1.2940985830100404,0.753803128012437
interrupt,0.0,0.973346984000698,2.83697447961415,5.129006038008781,3.7348326552286037,2.6634977690938135,1.9603935418204714
