name,hydro,solar,wind,nuclear,fossil fuels
Ontario,0.2588217279165637,0.004730157340491265,0.09442509908218946,0.5381482431513546,0.1038747725094009
California,0.08631125129563143,0.1841796364572093,0.126559310237113,0.1047751720748952,0.49817740710894365
Victoria,0.06066411333609462,0.08761976688806936,0.18676823770404355,0,0.6649478820717925
Mumbai,0.03495454738744407,0.011513484080564015,0.03163326280220183,0.020633560737764085,0.901265144992026
