job,Asia,Americas,Global,Europe,Oceania
1,0.0,0.0,0.0,0.0,0.0
6,3.586179564058634,3.7082582924699867,4.054914117987556,4.488774401929055,5.20279432161214
12,16.601697638460273,15.03374839554734,16.317357330965585,15.814046743966507,30.052547896630355
24,33.90916721112637,29.71400755917823,32.21187344620099,27.843113514682127,77.58550867411175
48,31.80704950775979,32.46390533005906,34.934389303612,32.27505323728698,78.13189654347912
96,29.972386122932296,37.19331385801979,39.024654374981424,37.33423991873437,81.83830120490204
168,28.721665023233196,39.28300868926708,42.46754390807299,43.43063535503551,88.02649620775811
