0,20,40,60,80,100
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.04,58.04,65.08,72.52,78.51,78.51
79.11,58.04,65.08,72.52,78.51,78.51
79.53,58.04,65.08,72.52,78.51,78.51
79.97,58.04,65.08,72.52,78.51,78.51
80.5,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
80.81,58.04,65.08,72.52,78.51,78.51
81.13,58.04,65.08,72.52,78.51,78.51
81.45,58.04,65.08,72.52,78.51,78.51
81.6,58.04,65.08,72.52,78.51,78.51
81.74,58.04,65.08,72.52,78.51,78.51
81.74,58.04,65.08,72.52,78.51,78.51
81.74,58.04,65.08,72.52,78.51,78.51
81.74,58.04,65.08,72.52,78.51,78.51
81.74,58.04,65.08,72.52,78.51,78.51
81.74,58.04,65.08,72.52,78.51,78.51
81.74,58.04,65.08,72.52,78.51,78.51
81.74,58.04,65.08,72.52,78.51,78.51
81.74,58.04,65.08,72.52,78.51,78.51
