zonecode,0,50,99
SE-SE1,15.899619863013701,32.059889231978445,1955.6532431506853
SE-SE2,16.304626712328766,32.87654238715472,0.0
SE-SE3,23.427374429223743,47.238804176959356,0.0
US-NW-SCL,24.0,48.39344262295082,0.0
US-NW-CHPD,24.85292123287671,50.1132674039973,0.0
US-NW-DOPD,26.384561643835617,53.201657085111165,0.0
AU-TAS,26.73400228310502,53.90626689871996,0.0
NO-NO3,27.27640182648402,54.99995778127106,0.0
CA-QC,28.471166666666665,57.409073770491794,0.0
NO-NO1,29.334046803652967,59.148979620480574,0.0
NO-NO5,31.27281506849315,63.05829923646979,0.0
US-NW-GCPD,37.15552511415525,74.92015719739503,0.0
SE-SE4,37.30086301369863,75.21321558499888,0.0
NO-NO4,44.18876369863013,89.1019333595329,0.0
NO-NO2,53.03365753424658,106.93671929036606,0.0
CA-ON,59.141563926940634,119.25266168874916,0.0
DK-BHM,66.51311529680365,134.11660953289916,0.0
US-NW-TPWR,67.29688926940639,135.69700623175387,0.0
NZ,95.56433675799086,192.6953019874242,0.0
UY,95.84462557077624,193.2604745115652,0.0
US-NW-BPAT,96.07937214611871,193.73381596676396,0.0
FR,99.44588242009134,200.52202520772516,0.0
BR-CS,101.60296689497717,204.87155619806873,0.0
BR-N,105.05789726027396,211.83805513137207,0.0
US-NW-PSEI,130.55853881278537,263.2573815405344,0.0
FI,147.17525,296.76320901639343,0.0
CH,152.3134703196347,307.12388277565685,0.0
DK-DK2,159.95328082191782,322.5287465753425,0.0
BE,171.3494280821918,345.5078631821244,0.0
US-NW-PGE,174.69506506849314,352.2539836626993,0.0
AU-SA,179.61434474885846,362.1731869526162,0.0
DK-DK1,200.60849657534246,404.5056570289692,0.0
PE,206.2373002283105,415.85553980462606,0.0
ES,211.46014269406393,426.386845104424,0.0
CL-SEN,211.88424315068494,427.241998484168,0.0
PT,222.85501598173516,449.3633928812037,0.0
LT,229.26999657534245,462.2985176847069,0.0
GB,234.79788356164383,473.4449127554458,0.0
US-NW-PACW,235.75851712328765,475.3819279699079,0.0
PA,239.69905821917808,483.32760919604766,0.0
AT,244.51572602739722,493.03990657983377,0.0
US-CAL-BANC,253.481845890411,511.1191318773861,0.0
US-SW-SRP,256.1828789954337,516.5654773186615,0.0
US-CAL-CISO,264.2328356164383,532.7973570626543,0.0
SI,276.5638173515982,557.661467774534,0.0
US-NY-NYIS,281.34514726027396,567.3025100494049,0.0
US-CENT-SPA,284.0601723744292,572.7770688861442,0.0
LV,284.2007945205479,573.0606184594654,0.0
US-NE-ISNE,285.22087671232873,575.1175055019088,0.0
HU,298.2814703196347,601.4528008084437,0.0
HR,310.8345696347032,626.7647879519425,0.0
US-CAR-CPLE,311.79447602739725,628.7003369077026,0.0
US-CAR-DUK,311.8410582191781,628.7942649337525,0.0
SK,345.0100799086758,695.6760627666741,0.0
IT-CNO,352.3581061643835,710.4925747249044,0.0
GB-NIR,354.6050878995434,715.0233739613743,0.0
LU,362.2498150684931,730.4381516954861,0.0
US-NW-IPCO,365.26175913242014,736.5114159555357,0.0
US-TEN-TVA,366.08589497716895,738.1731980687177,0.0
US-CAL-LDWP,374.18884817351596,754.5119397597125,0.0
IT-NO,375.35323744292236,756.8598066472041,0.0
EE,377.80571575342464,0.0,0.0
US-CAL-TIDC,383.9802534246575,0.0,0.0
US-SW-WALC,394.27036187214605,0.0,0.0
TR,396.1520662100457,0.0,0.0
IE,397.21772945205475,0.0,0.0
NL,398.21049657534246,0.0,0.0
US-FLA-FPL,400.9999212328767,0.0,0.0
US-TEX-ERCO,401.8056461187215,0.0,0.0
US-CAR-SCEG,413.7088515981735,0.0,0.0
US-MIDA-PJM,425.3411255707763,0.0,0.0
GR,433.91603196347035,0.0,0.0
AU-WA,434.8869691780822,0.0,0.0
HK,435.3599999999999,0.0,0.0
IT-SO,448.8693710045662,0.0,0.0
US-SW-AZPS,458.37979794520544,0.0,0.0
JP-KN,458.4847054794521,0.0,0.0
US-SE-SOCO,460.91296461187216,0.0,0.0
IT-CSO,461.0920148401826,0.0,0.0
US-FLA-TAL,464.09693264840183,0.0,0.0
US-CENT-SWPP,466.7348595890411,0.0,0.0
RO,473.1699315068493,0.0,0.0
IT-SIC,477.221946347032,0.0,0.0
US-CAR-CPLW,478.5029600456621,0.0,0.0
US-NW-NEVP,479.12168150684937,0.0,0.0
DE,481.4542100456621,0.0,0.0
US-NW-GRID,486.8194006849315,0.0,0.0
KR,490.82366324200916,0.0,0.0
SG,491.5096723744293,0.0,0.0
US-MIDW-MISO,524.6019109589041,0.0,0.0
US-FLA-FPC,535.0040833333334,0.0,0.0
BG,535.5372340182648,0.0,0.0
TW,535.7792579908677,0.0,0.0
AU-VIC,541.0684280821918,0.0,0.0
CZ,545.6372420091324,0.0,0.0
JP-TK,555.1362271689497,0.0,0.0
US-NW-PSCO,557.1664018264839,0.0,0.0
US-FLA-FMPP,565.8939771689498,0.0,0.0
IL,577.2022363013698,0.0,0.0
US-FLA-TEC,578.1491689497716,0.0,0.0
US-SW-PNM,579.3393641552512,0.0,0.0
BA,581.4339486301369,0.0,0.0
AU-NSW,592.9234143835615,0.0,0.0
US-SW-EPE,602.0049726027397,0.0,0.0
IT-SAR,613.1161575342466,0.0,0.0
US-CAR-SC,614.2364965753424,0.0,0.0
IN-WE,614.7593310502282,0.0,0.0
US-SW-TEPC,615.0322842465754,0.0,0.0
ID,652.36,0.0,0.0
AU-QLD,657.0628424657534,0.0,0.0
US-NW-PACE,663.4274703196347,0.0,0.0
US-FLA-JEA,672.3972271689497,0.0,0.0
US-MIDW-AECI,672.4977762557077,0.0,0.0
US-NW-NWMT,687.7333618721461,0.0,0.0
US-FLA-GVL,688.1029748858448,0.0,0.0
ZA,704.4555753424659,0.0,0.0
IN-MH,731.024582191781,0.0,0.0
IN-UP,731.5320593607307,0.0,0.0
US-NW-WACM,768.4439646118722,0.0,0.0
PL,819.2041278538813,0.0,0.0
US-MIDW-LGEE,860.8752716894977,0.0,0.0
US-HI-OA,918.3538299086757,0.0,0.0
CY,949.7636461187216,0.0,0.0
