job,Asia,Americas,Global,Europe,Oceania
1,0.04221145208439279,0.16048692308430204,0.17080576196738867,0.21438027262448986,0.2068274355426538
6,0.2613452794027259,0.9592969750712667,0.9728025515031749,1.1420173332018764,1.3008384148805805
12,1.6342110574492372,2.716771424727776,2.8326942075759196,2.9946549686861696,4.993542442327203
24,3.8427964431463266,4.89073984929095,5.112682946943093,5.083817770963704,9.570434053526089
48,2.1563974417475564,3.55614154599038,3.7249819983415278,3.9717828225293323,6.431463718937761
96,1.195195041479581,2.5130079022134177,2.6571972899392233,2.989463234302868,4.3821373390813285
168,0.7568985350217642,1.815878490033589,1.9546684899620446,2.293457266689084,3.105388203958747
