0,20,40,60,80,100
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.11,18680.28,8639.9,3756.66,3819.08,4113.68
33560.68,18680.85,8640.32,3756.66,3819.08,4113.68
33560.68,18680.85,8640.32,3756.66,3819.08,4113.68
33560.68,18680.85,8640.32,3756.66,3819.08,4113.68
33560.68,18680.85,8640.32,3756.83,3819.08,4113.68
33560.68,18680.85,8640.32,3756.83,3819.08,4113.68
33560.68,18680.85,8640.32,3756.83,3819.08,4113.68
33560.68,18680.85,8640.32,3756.83,3819.08,4113.68
33560.68,18680.85,8640.32,3756.83,3819.08,4113.68
33560.68,18680.85,8640.32,3756.83,3819.08,4113.68
33560.68,18680.85,8640.32,3756.83,3819.08,4113.68
33560.68,18680.85,8640.32,3756.83,3819.08,4113.68
33560.68,18680.85,8640.32,3756.83,3819.08,4113.68
33560.68,18680.85,8640.32,3756.83,3819.08,4113.68
33560.68,18680.85,8640.32,3756.83,3819.08,4113.68
33560.68,18680.85,8640.32,3756.83,3819.08,4113.68
33560.68,18680.85,8640.32,3756.83,3819.08,4113.68
33560.68,18680.85,8640.32,3756.83,3819.08,4113.68
33560.68,18680.85,8640.32,3756.83,3819.08,4113.68
33560.68,18680.85,8640.32,3756.83,3819.08,4113.68
33560.68,18680.85,8640.32,3756.83,3819.08,4113.68
33560.68,18680.85,8640.32,3756.83,3819.08,4113.68
