slack,Asia,Americas,Global,Europe,Oceania
24,4.380916854043336,8.312290562486789,8.78346372716353,9.77868825563078,14.354195913110601
168,8.437539081644994,17.670767580154262,19.05035392104127,22.415433704491612,28.198130587284588
480,10.759701347248134,23.47095725764104,25.222575691385096,30.009418170701053,35.290672536590755
720,11.754972082934769,25.896364634623605,27.5650384605948,32.594173277017255,37.79411381990399
8760,16.306259587096793,34.43184837427334,36.60254492605869,42.76460997031798,51.16111527635062
