stats,1,6,12,24,48,96,168
defer,15.589679709878009,12.632607153408962,8.533915753043479,3.6093868453221147,2.345193192980254,1.3441520754528125,0.7845026189340072
interrupt,0.0,0.8103852232959337,2.6863405739492623,4.999563388004218,3.6440688074828644,2.6091331191327085,1.927341858315967
