zone_code,mean,cv
US-NW-TPWR,54.615235655737706,0.11808846761215647
US-NW-WACM,766.2709448998178,0.04407657649006084
US-NY-NYIS,235.66375683060107,0.0895972795887674
US-SE-SOCO,439.1332229052823,0.03179012649363476
US-SW-AZPS,507.6526479963571,0.10525404323836016
US-SW-EPE,647.2528597449909,0.07343257170376817
US-SW-PNM,675.2108595173042,0.0870578378647943
US-SW-SRP,302.7588683970856,0.10116594229120852
US-SW-TEPC,696.2371413934426,0.09492335285419146
US-SW-WALC,445.92299294171215,0.11004260720929968
US-TEN-TVA,314.3899430783242,0.05331794838658537
US-TEX-ERCO,427.69721083788704,0.12273357865902536
UY,87.65543602003645,0.32941100029596576
ZA,724.4211589253188,0.02636585547310447
