migration,Asia,Americas,Global,Europe,Oceania
one,4.1679434406328095,3.3643875672155024,1.8563325066390084,3.84436188910153,13.150007050891643
inf,4.1679434406328095,3.3643875672155024,1.8563325066390084,3.84436188910153,13.150007050891643
