0,20,40,60,80,100
104541.54,93400.55,82259.55,71118.61,60432.25,56164.29
104540.03,93270.98,82001.92,70732.92,59918.51,55524.0
104540.03,93270.98,82001.92,70732.92,59918.51,55524.0
104540.03,93270.98,82001.92,70732.92,59918.51,55524.0
104540.03,93270.98,82001.92,70732.92,59918.51,55524.0
104540.03,93270.98,82001.92,70732.92,59918.51,55524.0
104540.03,93270.98,82001.92,70732.92,59918.51,55524.0
104540.03,93270.98,82001.92,70732.92,59918.51,55524.0
104540.03,93270.98,82001.92,70732.92,59918.51,55524.0
104540.03,93270.98,82001.92,70732.92,59918.51,55524.0
104540.03,93270.98,82001.92,70732.92,59918.51,55524.0
104540.03,93270.98,82001.92,70732.92,59918.51,55524.0
104540.03,93270.98,82001.92,70732.92,59918.51,55524.0
104540.03,93270.98,82001.92,70732.92,59918.51,55524.0
104540.03,93270.98,82001.92,70732.92,59918.51,55524.0
104530.98,93261.94,81992.88,70723.87,59909.47,55524.0
104487.56999999999,93218.54,81949.47,70680.45999999999,59866.06,55524.0
104444.70999999999,93175.69,81906.61,70637.6,59831.38,55524.0
104382.12,93113.09,81844.01,70575.01,59778.409999999996,55524.0
104332.09,93063.06999999999,81793.99,70524.98,59732.97,55524.0
104257.38,92988.36,81719.28,70450.26,59670.75,55524.0
104195.24,92926.23,81657.14,70388.12,59615.97,55524.0
104145.12,92876.11,81607.02,70338.0,59566.51,55524.0
104124.23,92855.22,81586.13,70317.11,59545.62,55524.0
104117.0,92847.99,81578.9,70309.88,59538.39,55524.0
104118.34,92977.38,81836.35,70695.39,60051.95,56164.29
104118.34,92977.38,81836.35,70695.39,60051.95,56164.29
104118.34,92977.38,81836.35,70695.39,60051.95,56164.29
104118.34,92977.38,81836.35,70695.39,60051.95,56164.29
104118.34,92977.38,81836.35,70695.39,60051.95,56164.29
104118.34,92977.38,81836.35,70695.39,60051.95,56164.29
104118.34,92977.38,81836.35,70695.39,60051.95,56164.29
104118.34,92977.38,81836.35,70695.39,60051.95,56164.29
104118.34,92977.38,81836.35,70695.39,60051.95,56164.29
104118.34,92977.38,81836.35,70695.39,60051.95,56164.29
104118.34,92977.38,81836.35,70695.39,60051.95,56164.29
104118.34,92977.38,81836.35,70695.39,60051.95,56164.29
104118.34,92977.38,81836.35,70695.39,60051.95,56164.29
104118.34,92977.38,81836.35,70695.39,60051.95,56164.29
104131.17,92990.20999999999,81849.18,70708.22,60064.78,56164.29
104194.99,93054.02,81912.99,70772.03,60128.59,56164.29
104266.08,93125.12,81984.09,70843.12,60192.95,56164.29
104335.54,93194.58,82053.55,70912.59,60255.409999999996,56164.29
104423.81999999999,93282.86,82141.81999999999,71000.86,60334.54,56164.29
104509.51,93368.54,82227.5,71086.55,60408.22,56164.29
104598.13,93457.15,82316.12,71175.17,60481.6,56164.29
104684.2,93543.23,82402.19,71261.24,60551.84,56164.29
104781.39,93640.42,82499.38,71358.44,60645.75,56164.29
104820.51,93679.53,82538.49,71397.55,60684.87,56164.29
104821.81999999999,93808.9,82795.92,71783.03,61198.409999999996,56804.58
104821.81999999999,93808.9,82795.92,71783.03,61198.409999999996,56804.58
104821.81999999999,93808.9,82795.92,71783.03,61198.409999999996,56804.58
104821.81999999999,93808.9,82795.92,71783.03,61198.409999999996,56804.58
104821.81999999999,93808.9,82795.92,71783.03,61198.409999999996,56804.58
104821.81999999999,93808.9,82795.92,71783.03,61198.409999999996,56804.58
104821.81999999999,93808.9,82795.92,71783.03,61198.409999999996,56804.58
104821.81999999999,93808.9,82795.92,71783.03,61198.409999999996,56804.58
104821.81999999999,93808.9,82795.92,71783.03,61198.409999999996,56804.58
104821.81999999999,93808.9,82795.92,71783.03,61198.409999999996,56804.58
104821.81999999999,93808.9,82795.92,71783.03,61198.409999999996,56804.58
104821.81999999999,93808.9,82795.92,71783.03,61198.409999999996,56804.58
104821.81999999999,93808.9,82795.92,71783.03,61198.409999999996,56804.58
104821.81999999999,93808.9,82795.92,71783.03,61198.409999999996,56804.58
104837.34,93824.43,82811.45,71798.55,61213.94,56804.58
104912.06,93899.15,82886.18,71873.27,61288.659999999996,56804.58
105006.3,93993.4,82980.42,71967.51,61382.9,56804.58
105107.76,94094.85,83081.87,72068.97,61477.26,56804.58
105217.98,94205.06999999999,83192.09,72179.19,61571.02,56804.58
105325.66,94312.76,83299.77,72286.87,61663.86,56804.58
105416.15,94403.25,83390.25,72377.36,61753.19,56804.58
105492.56,94479.66,83466.66,72453.76,61829.6,56804.58
105533.70999999999,94520.8,83507.8,72494.9,61870.75,56804.58
105549.5,94536.59,83523.59,72510.69,61886.53,56804.58
105550.85,94666.0,83781.06,72896.20999999999,62400.11,57444.869999999995
105550.85,94666.0,83781.06,72896.20999999999,62400.11,57444.869999999995
105550.85,94666.0,83781.06,72896.20999999999,62400.11,57444.869999999995
105550.85,94666.0,83781.06,72896.20999999999,62400.11,57444.869999999995
105550.85,94666.0,83781.06,72896.20999999999,62400.11,57444.869999999995
105550.85,94666.0,83781.06,72896.20999999999,62400.11,57444.869999999995
105550.85,94666.0,83781.06,72896.20999999999,62400.11,57444.869999999995
105550.85,94666.0,83781.06,72896.20999999999,62400.11,57444.869999999995
105550.85,94666.0,83781.06,72896.20999999999,62400.11,57444.869999999995
105550.85,94666.0,83781.06,72896.20999999999,62400.11,57444.869999999995
105550.85,94666.0,83781.06,72896.20999999999,62400.11,57444.869999999995
105550.85,94666.0,83781.06,72896.20999999999,62400.11,57444.869999999995
105550.85,94666.0,83781.06,72896.20999999999,62400.11,57444.869999999995
105550.85,94666.0,83781.06,72896.20999999999,62400.11,57444.869999999995
105554.8,94669.95,83785.01,72900.16,62404.06,57444.869999999995
105565.04,94680.19,83795.25,72910.4,62414.299999999996,57444.869999999995
105541.19,94656.35,83771.4,72886.55,62393.45,57444.87
105533.91,94649.06999999999,83764.12,72879.27,62386.17,57444.869999999995
105501.67,94616.81999999999,83731.87,72847.02,62371.1,57444.87
105466.0,94581.15,83696.2,72811.36,62354.19,57444.869999999995
105442.25,94557.41,83672.45999999999,72787.61,62343.57,57444.869999999995
105453.88,94569.04,83684.09,72799.24,62354.86,57444.869999999995
105500.08,94615.25,83730.29,72845.44,62396.85,57444.869999999995
105500.08,94615.25,83730.28,72845.43,62396.85,57444.87
105501.64,94744.87,83987.95999999999,73231.16,62910.64,58085.159999999996
105503.02,94874.31,84245.45,73616.70999999999,63424.25,58725.45
105504.36,95003.70999999999,84502.91,74002.22,63937.82,59365.74
105505.74,95133.14,84760.4,74387.77,64451.42,60006.03
105507.28,95262.73,85018.05,74773.48,64965.18,60646.32
105509.06999999999,95392.58,85275.95999999999,75159.44,65479.2,61286.61
105511.20999999999,95522.78,85534.20999999999,75545.75,65993.56999999999,61926.9
105511.20999999999,95522.78,85534.20999999999,75545.75,65993.56999999999,61926.9
105511.20999999999,95522.78,85534.20999999999,75545.75,65993.56999999999,61926.9
105511.20999999999,95522.78,85534.20999999999,75545.75,65993.56999999999,61926.9
105511.20999999999,95522.78,85534.20999999999,75545.75,65993.56999999999,61926.9
