zonecode,0,10,20,30,40,50,60,70,80,90,99
SE-SE1,0.12926520213832277,0.14454199875467003,0.1622410190103439,0.18487930073271747,0.2178030118221055,0.2606495059510443,0.3244820380206878,0.44165610730593613,0.6624841609589043,1.3249683219178086,15.899619863013701
SE-SE2,0.13255794075064037,0.14822387920298877,0.16637374196253843,0.18958868270149729,0.2233510508538187,0.26728896249719286,0.33274748392507686,0.4529062975646879,0.6793594463470319,1.3587188926940639,0.0
SE-SE3,0.19046645877417678,0.2129761311747613,0.23905484111452802,0.2724113305723691,0.32092293738662664,0.38405531851186464,0.47810968222905603,0.6507604008117707,0.976140601217656,1.952281202435312,0.0
US-NW-SCL,0.1951219512195122,0.21818181818181817,0.24489795918367346,0.27906976744186046,0.3287671232876712,0.39344262295081966,0.4897959183673469,0.6666666666666666,1.0,2.0,0.0
US-NW-CHPD,0.2020562701859895,0.22593564757160645,0.2536012370701705,0.28898745619624083,0.3404509757928316,0.4074249382438805,0.507202474140341,0.6903589231354642,1.0355383847031963,2.0710767694063925,0.0
US-NW-DOPD,0.21450863125069608,0.23985965130759654,0.2692302208554655,0.3067972284166932,0.36143235128541945,0.43253379743992815,0.538460441710931,0.7329044901065449,1.0993567351598175,2.198713470319635,0.0
AU-TAS,0.2173496120577644,0.2430363843918638,0.27279594166433696,0.31086049166401186,0.36621920935760305,0.43826233250991836,0.5455918833286739,0.742611174530695,1.1139167617960426,2.227833523592085,0.0
NO-NO3,0.22175936444295952,0.2479672893316729,0.27833063088249,0.3171674630986514,0.37364934008882217,0.4471541283030167,0.55666126176498,0.757677828513445,1.1365167427701675,2.273033485540335,0.0
CA-QC,0.23147289972899726,0.2588287878787878,0.2905221088435374,0.3310600775193798,0.3900159817351598,0.4667404371584699,0.5810442176870748,0.7908657407407407,1.186298611111111,2.372597222222222,0.0
NO-NO1,0.23848818539555258,0.26667315276048154,0.2993270082005405,0.34109356748433683,0.40183625758428726,0.4808860131746388,0.598654016401081,0.8148346334348047,1.2222519501522071,2.4445039003044142,0.0
NO-NO5,0.2542505290121394,0.2842983188044832,0.31911035784176683,0.3636373845173622,0.42839472696565956,0.5126690994834943,0.6382207156835337,0.868689307458143,1.3030339611872146,2.606067922374429,0.0
US-NW-GCPD,0.30207743995248176,0.33777750103777504,0.3791380113689312,0.43204098969947974,0.5089797960843185,0.6091069690845125,0.7582760227378624,1.032097919837646,1.548146879756469,3.096293759512938,0.0
SE-SE4,0.3032590488918588,0.33909875466998757,0.3806210511601901,0.4337309652755655,0.5109707262150497,0.6114895576016169,0.7612421023203803,1.0361350837138508,1.5542026255707762,0.0,0.0
NO-NO4,0.3592582414522775,0.40171603362391034,0.4509057520268381,0.5138228337050016,0.605325530118221,0.7244059622726251,0.9018115040536762,1.2274656582952814,1.8411984874429224,0.0,0.0
NO-NO2,0.431167947432899,0.4821241594022416,0.5411597707576181,0.6166704364447276,0.7264884593732408,0.8694042218728947,1.0823195415152362,1.4731571537290715,2.2097357305936076,0.0,0.0
CA-ON,0.4808257229832572,0.5376505811540058,0.6034853461932718,0.6876926038016353,0.810158409958091,0.9695338348678793,1.2069706923865435,1.6428212201927954,2.4642318302891932,0.0,0.0
DK-BHM,0.540757034933363,0.6046646845163968,0.6787052581306494,0.7734083174046935,0.911138565709639,1.090378939291863,1.3574105162612988,1.8475865360223236,2.771379804033485,0.0,0.0
US-NW-TPWR,0.5471291810520844,0.611789902449149,0.6867029517286366,0.7825219682489115,0.9218751954713204,1.1032276929410882,1.3734059034572732,1.8693580352612886,2.8040370528919327,0.0,0.0
NZ,0.7769458273007387,0.8687666977999169,0.9751462934488863,1.1112132181161727,1.3091005035341212,1.566628471442473,1.9502925868977725,2.6545649099441904,3.9818473649162858,0.0,0.0
UY,0.7792245981363922,0.8713147779161476,0.9780063833752677,1.1144723903578633,1.3129400763120032,1.5712233700127252,1.9560127667505354,2.66235071029934,3.99352606544901,0.0,0.0
US-NW-BPAT,0.7811331068790139,0.8734488376919882,0.9804017565930481,1.1172020016990547,1.316155782823544,1.5750716745265363,1.9608035131860961,2.6688714485032974,4.003307172754946,0.0,0.0
FR,0.8085031091064336,0.9040534765462849,1.01475390224583,1.156347470001062,1.3622723619190595,1.630260367542481,2.02950780449166,2.762385622780315,4.143578434170473,0.0,0.0
BR-CS,0.826040381259977,0.9236633354088835,1.0367649683160938,1.1814298476160137,1.391821464314756,1.66562240811438,2.0735299366321875,2.822304635971588,4.233456953957383,0.0,0.0
BR-N,0.8541292460184875,0.9550717932752179,1.072019359798714,1.2216034565148135,1.4391492775379995,1.7222606108241634,2.144038719597428,2.918274923896499,4.377412385844749,0.0,0.0
US-NW-PSEI,1.0614515350632958,1.186895807388958,1.332229987885565,1.5181225443347137,1.7884731344217175,2.140303914963695,2.66445997577113,3.626626078132927,0.0,0.0,0.0
FI,1.1965467479674796,1.3379568181818182,1.5017882653061223,1.7113401162790698,2.016099315068493,2.4127090163934426,3.0035765306122446,4.088201388888889,0.0,0.0,0.0
CH,1.2383208969075992,1.3846679119966792,1.5542190848942317,1.7710868641817987,2.0864858947895164,2.496942136387454,3.1084381697884633,4.2309297311009635,0.0,0.0,0.0
DK-DK2,1.300433177413966,1.4541207347447074,1.6321763349175287,1.8599218700223001,2.1911408331769566,2.6221849315068493,3.2643526698350573,4.443146689497717,0.0,0.0,0.0
BE,1.3930847811560307,1.5577220734744708,1.7484635518590999,1.992435210258044,2.3472524394820793,2.809007017740849,3.4969271037181997,4.759706335616438,0.0,0.0,0.0
US-NW-PGE,1.4202850818576678,1.5881369551681195,1.7826027047805424,2.031337965912711,2.393083083130043,2.8638535257130022,3.565205409561085,4.852640696347032,0.0,0.0,0.0
AU-SA,1.4602792256004753,1.6328576795350769,1.8327994362128415,2.088538892428587,2.4604704760117597,2.9444974548993192,3.665598872425683,4.989287354134957,0.0,0.0,0.0
DK-DK1,1.630963386791402,1.823713605230386,2.0470254752585966,2.3326569369225867,2.7480615969224993,3.2886638782843023,4.094050950517193,5.572458238203957,0.0,0.0,0.0
PE,1.6767260181163453,1.8748845475300953,2.1044622472276577,2.3981081421896566,2.8251684962782257,3.3809393480050898,4.2089244944553155,5.7288138952308465,0.0,0.0,0.0
ES,1.7191881519842598,1.9223649335823996,2.1577565581026934,2.458838868535627,2.896714283480328,3.46655971629613,4.315513116205387,5.8738928526128875,0.0,0.0,0.0
CL-SEN,1.7226361231763003,1.926220392278954,2.1620841137824995,2.463770269194011,2.902523878776506,3.473512182798114,4.324168227564999,5.88567342085236,0.0,0.0,0.0
PT,1.8118293982254892,2.025954690743047,2.2740307753238285,2.5913373951364553,3.052808438105961,3.6533609177333632,4.548061550647657,6.190417110603755,0.0,0.0,0.0
LT,1.863983711994654,2.0842726961394766,2.339489760972882,2.66593019273654,3.1406848845937323,3.7585245340220075,4.678979521945764,0.0,0.0,0.0,0.0
