datetime,carbon_intensity_avg,power_production_coal_avg,power_production_oil_avg,power_production_gas_avg,power_production_biomass_avg,power_production_unknown_avg,power_production_nuclear_avg,power_production_solar_avg,power_production_wind_avg,power_production_hydro_avg
2020-01-03 19:00:00,253.96,8.0,50.0,6377.0,,,2270.0,7549.0,140.0,
2020-01-03 20:00:00,258.35,7.0,51.0,6390.0,,,2267.0,7084.0,139.0,
2020-01-03 21:00:00,261.08,7.0,91.0,6322.0,,,2267.0,7203.0,139.0,
2020-01-03 22:00:00,271.97,5.0,91.0,6722.0,,,2269.0,6713.0,175.0,
2020-01-03 23:00:00,300.55,5.0,91.0,7261.0,,,2269.0,5387.0,214.0,
2020-01-04 00:00:00,365.4,6.0,92.0,8172.0,,,2266.0,1731.0,192.0,
2020-01-04 01:00:00,392.72,7.0,91.0,9803.0,,,2270.0,4.0,218.0,
2020-01-04 02:00:00,394.14,6.0,91.0,9845.0,,,2269.0,9.0,301.0,
2020-01-04 03:00:00,397.98,5.0,91.0,9695.0,,,2268.0,9.0,327.0,
2020-01-04 04:00:00,399.42,5.0,90.0,9606.0,,,2267.0,0.0,343.0,
2020-01-04 05:00:00,405.63,7.0,91.0,9434.0,,,2265.0,0.0,307.0,
2020-01-04 06:00:00,411.99,7.0,90.0,9547.0,,,2266.0,0.0,264.0,
2020-01-04 07:00:00,405.54,7.0,46.0,8702.0,,,2267.0,0.0,178.0,
2020-01-04 08:00:00,397.4,6.0,90.0,7845.0,,,2269.0,0.0,194.0,
2020-01-04 09:00:00,389.95,6.0,91.0,6788.0,,,2267.0,0.0,352.0,
2020-01-04 10:00:00,382.78,7.0,91.0,6440.0,,,2269.0,0.0,375.0,
2020-01-04 11:00:00,374.41,8.0,90.0,5851.0,,,2270.0,0.0,336.0,
2020-01-04 12:00:00,373.93,5.0,90.0,5885.0,,,2270.0,0.0,408.0,
2020-01-04 13:00:00,369.21,7.0,90.0,5794.0,,,2270.0,0.0,534.0,
2020-01-04 14:00:00,359.16,11.0,90.0,5912.0,,,2272.0,0.0,827.0,
2020-01-04 15:00:00,349.55,12.0,90.0,5873.0,,,2271.0,162.0,1226.0,
2020-01-04 16:00:00,272.42,10.0,90.0,4511.0,,,2272.0,3239.0,1268.0,
2020-01-04 17:00:00,200.89,11.0,90.0,3083.0,,,2271.0,6591.0,1297.0,
2020-01-04 18:00:00,191.28,16.0,90.0,2950.0,,,2272.0,7242.0,1228.0,
2020-01-04 19:00:00,193.03,16.0,91.0,3165.0,,,2272.0,7345.0,1131.0,
2020-01-04 20:00:00,187.45,16.0,90.0,3008.0,,,2272.0,7209.0,1263.0,
2020-01-04 21:00:00,195.77,15.0,90.0,3423.0,,,2272.0,7056.0,1522.0,
2020-01-04 22:00:00,208.27,13.0,90.0,3505.0,,,2272.0,6456.0,1574.0,
2020-01-04 23:00:00,244.97,15.0,90.0,4677.0,,,2272.0,5444.0,1516.0,
2020-01-05 00:00:00,321.13,17.0,90.0,5780.0,,,2272.0,1541.0,1500.0,
2020-01-05 01:00:00,344.4,13.0,91.0,6616.0,,,2272.0,0.0,1873.0,
2020-01-05 02:00:00,351.44,13.0,90.0,7198.0,,,2271.0,0.0,1831.0,
2020-01-05 03:00:00,352.67,13.0,90.0,7182.0,,,2271.0,0.0,1783.0,
2020-01-05 04:00:00,359.9,15.0,90.0,7503.0,,,2272.0,0.0,1604.0,
2020-01-05 05:00:00,374.54,15.0,90.0,7951.0,,,2272.0,0.0,1333.0,
2020-01-05 06:00:00,388.11,13.0,90.0,7975.0,,,2271.0,0.0,1018.0,
2020-01-05 07:00:00,393.57,13.0,90.0,7378.0,,,2273.0,0.0,755.0,
2020-01-05 08:00:00,387.81,13.0,90.0,6958.0,,,2273.0,0.0,1237.0,
2020-01-05 09:00:00,390.16,13.0,46.0,6733.0,,,2271.0,0.0,1171.0,
2020-01-05 10:00:00,375.99,13.0,90.0,6701.0,,,2274.0,0.0,1820.0,
2020-01-05 11:00:00,374.82,13.0,90.0,6419.0,,,2274.0,0.0,1642.0,
2020-01-05 12:00:00,369.45,13.0,90.0,6272.0,,,2274.0,0.0,1798.0,
2020-01-05 13:00:00,381.41,14.0,90.0,6730.0,,,2273.0,0.0,1394.0,
2020-01-05 14:00:00,345.0,13.0,91.0,5843.0,,,2274.0,0.0,2454.0,
2020-01-05 15:00:00,342.45,11.0,91.0,6141.0,,,2274.0,169.0,2443.0,
2020-01-05 16:00:00,285.31,12.0,91.0,5236.0,,,2273.0,2490.0,2701.0,
2020-01-05 17:00:00,210.82,14.0,90.0,2652.0,,,2274.0,4905.0,2366.0,
2020-01-05 18:00:00,188.58,14.0,90.0,3219.0,,,2273.0,6434.0,2376.0,
2020-01-05 19:00:00,168.84,11.0,90.0,2683.0,,,2274.0,7194.0,2322.0,
2020-01-05 20:00:00,166.5,13.0,90.0,2722.0,,,2273.0,7138.0,2260.0,
2020-01-05 21:00:00,166.38,13.0,91.0,2485.0,,,2274.0,7262.0,2402.0,
2020-01-05 22:00:00,173.36,13.0,47.0,2350.0,,,2274.0,6278.0,2266.0,
2020-01-05 23:00:00,218.2,13.0,46.0,3508.0,,,2274.0,4948.0,2500.0,
2020-01-06 00:00:00,294.99,12.0,91.0,4859.0,,,2273.0,1441.0,2556.0,
2020-01-06 01:00:00,331.73,12.0,91.0,6704.0,,,2274.0,0.0,2577.0,
2020-01-06 02:00:00,350.1,12.0,91.0,7475.0,,,2274.0,0.0,1991.0,
2020-01-06 03:00:00,373.21,13.0,90.0,8049.0,,,2274.0,0.0,1118.0,
2020-01-06 04:00:00,381.94,12.0,90.0,8266.0,,,2274.0,0.0,805.0,
2020-01-06 05:00:00,390.94,12.0,90.0,8122.0,,,2277.0,0.0,625.0,
2020-01-06 06:00:00,401.77,12.0,90.0,8128.0,,,2275.0,0.0,594.0,
2020-01-06 07:00:00,399.88,12.0,90.0,7675.0,,,2274.0,0.0,620.0,
2020-01-06 08:00:00,396.25,13.0,90.0,7566.0,,,2276.0,0.0,650.0,
2020-01-06 09:00:00,396.59,13.0,90.0,7432.0,,,2275.0,0.0,667.0,
2020-01-06 10:00:00,400.84,12.0,90.0,7353.0,,,2277.0,0.0,596.0,
2020-01-06 11:00:00,399.47,11.0,90.0,7275.0,,,2274.0,0.0,646.0,
2020-01-06 12:00:00,399.3,12.0,91.0,7692.0,,,2274.0,0.0,609.0,
2020-01-06 13:00:00,398.25,13.0,46.0,8123.0,,,2275.0,0.0,541.0,
2020-01-06 14:00:00,400.15,13.0,46.0,9024.0,,,2276.0,0.0,562.0,
2020-01-06 15:00:00,399.49,12.0,90.0,9829.0,,,2276.0,157.0,546.0,
2020-01-06 16:00:00,337.23,14.0,91.0,8998.0,,,2276.0,3317.0,431.0,
2020-01-06 17:00:00,278.94,14.0,48.0,7198.0,,,2276.0,5876.0,551.0,
2020-01-06 18:00:00,260.18,13.0,91.0,6904.0,,,2275.0,6703.0,525.0,
2020-01-06 19:00:00,254.49,13.0,90.0,6689.0,,,2276.0,6839.0,299.0,
2020-01-06 20:00:00,259.16,12.0,91.0,7509.0,,,2274.0,7180.0,383.0,
2020-01-06 21:00:00,259.15,14.0,91.0,7406.0,,,2274.0,7403.0,172.0,
2020-01-06 22:00:00,261.52,16.0,91.0,7056.0,,,2274.0,7011.0,158.0,
2020-01-06 23:00:00,287.03,15.0,91.0,7818.0,,,2275.0,5862.0,149.0,
2020-01-07 00:00:00,359.33,14.0,90.0,9981.0,,,2272.0,2139.0,116.0,
2020-01-07 01:00:00,402.13,14.0,91.0,11455.0,,,2275.0,0.0,134.0,
2020-01-07 02:00:00,403.0,11.0,91.0,11865.0,,,2275.0,0.0,187.0,
2020-01-07 03:00:00,406.94,13.0,91.0,11761.0,,,2275.0,0.0,164.0,
2020-01-07 04:00:00,406.81,11.0,90.0,11401.0,,,2276.0,0.0,176.0,
2020-01-07 05:00:00,406.3,17.0,90.0,11045.0,,,2273.0,0.0,237.0,
2020-01-07 06:00:00,407.1,12.0,90.0,10542.0,,,2271.0,0.0,275.0,
2020-01-07 07:00:00,408.58,13.0,91.0,9549.0,,,2274.0,0.0,315.0,
2020-01-07 08:00:00,405.71,13.0,90.0,8950.0,,,2272.0,0.0,276.0,
2020-01-07 09:00:00,406.69,13.0,90.0,8700.0,,,2271.0,0.0,285.0,
2020-01-07 10:00:00,408.87,13.0,90.0,8325.0,,,2273.0,0.0,322.0,
2020-01-07 11:00:00,406.74,13.0,90.0,8175.0,,,2274.0,0.0,364.0,
2020-01-07 12:00:00,406.52,14.0,90.0,8301.0,,,2272.0,0.0,360.0,
2020-01-07 13:00:00,403.82,14.0,90.0,8631.0,,,2273.0,0.0,358.0,
2020-01-07 14:00:00,403.77,12.0,47.0,9986.0,,,2272.0,0.0,382.0,
2020-01-07 15:00:00,410.01,12.0,91.0,11252.0,,,2273.0,119.0,382.0,
2020-01-07 16:00:00,347.5,13.0,90.0,9953.0,,,2272.0,3306.0,284.0,
2020-01-07 17:00:00,296.38,15.0,91.0,8120.0,,,2274.0,5556.0,256.0,
2020-01-07 18:00:00,283.6,14.0,90.0,7767.0,,,2271.0,5981.0,203.0,
2020-01-07 19:00:00,272.3,16.0,90.0,7431.0,,,2271.0,6564.0,189.0,
2020-01-07 20:00:00,278.14,19.0,91.0,7605.0,,,2274.0,6058.0,216.0,
2020-01-07 21:00:00,285.75,17.0,91.0,7551.0,,,2275.0,5819.0,173.0,
2020-01-07 22:00:00,306.67,16.0,47.0,8029.0,,,2272.0,4727.0,145.0,
2020-01-07 23:00:00,344.59,16.0,91.0,9152.0,,,2270.0,3317.0,168.0,
2020-01-08 00:00:00,392.42,19.0,91.0,10238.0,,,2271.0,1264.0,293.0,
2020-01-08 01:00:00,411.54,18.0,91.0,11378.0,,,2270.0,0.0,465.0,
2020-01-08 02:00:00,402.98,15.0,91.0,11588.0,,,2272.0,0.0,820.0,
2020-01-08 03:00:00,396.15,12.0,91.0,11338.0,,,2271.0,0.0,1311.0,
2020-01-08 04:00:00,394.22,13.0,91.0,11495.0,,,2274.0,0.0,1336.0,
2020-01-08 05:00:00,385.76,13.0,90.0,10764.0,,,2273.0,0.0,1594.0,
2020-01-08 06:00:00,381.96,13.0,90.0,9686.0,,,2270.0,0.0,1618.0,
2020-01-08 07:00:00,395.74,13.0,90.0,8851.0,,,2275.0,0.0,913.0,
2020-01-08 08:00:00,376.44,13.0,91.0,7570.0,,,2275.0,0.0,1290.0,
2020-01-08 09:00:00,341.16,14.0,90.0,5960.0,,,2270.0,0.0,2407.0,
2020-01-08 10:00:00,322.02,14.0,90.0,5528.0,,,2271.0,0.0,3063.0,
2020-01-08 11:00:00,315.95,15.0,90.0,5065.0,,,2273.0,0.0,3087.0,
2020-01-08 12:00:00,326.06,14.0,90.0,5401.0,,,2272.0,0.0,2623.0,
2020-01-08 13:00:00,320.28,14.0,90.0,5533.0,,,2271.0,0.0,2728.0,
2020-01-08 14:00:00,314.39,14.0,91.0,6250.0,,,2273.0,0.0,3313.0,
2020-01-08 15:00:00,337.48,12.0,90.0,7829.0,,,2273.0,133.0,2845.0,
2020-01-08 16:00:00,294.59,11.0,90.0,7089.0,,,2273.0,2776.0,2463.0,
2020-01-08 17:00:00,259.51,10.0,91.0,6529.0,,,2274.0,5070.0,1992.0,
2020-01-08 18:00:00,246.26,12.0,90.0,6189.0,,,2274.0,5810.0,1772.0,
2020-01-08 19:00:00,235.15,15.0,90.0,5870.0,,,2273.0,6540.0,1793.0,
2020-01-08 20:00:00,224.84,13.0,91.0,5444.0,,,2273.0,6133.0,2444.0,
2020-01-08 21:00:00,216.97,14.0,91.0,4655.0,,,2272.0,5995.0,2734.0,
2020-01-08 22:00:00,226.41,14.0,48.0,5034.0,,,2272.0,4921.0,3298.0,
2020-01-08 23:00:00,262.48,15.0,91.0,6323.0,,,2271.0,3137.0,3810.0,
2020-01-09 00:00:00,299.1,14.0,91.0,6984.0,,,2272.0,1493.0,3596.0,
2020-01-09 01:00:00,330.74,14.0,91.0,8113.0,,,2271.0,0.0,3689.0,
2020-01-09 02:00:00,334.34,15.0,91.0,8521.0,,,2272.0,0.0,3659.0,
2020-01-09 03:00:00,345.64,16.0,91.0,8808.0,,,2275.0,0.0,3095.0,
2020-01-09 04:00:00,355.22,16.0,47.0,9514.0,,,2274.0,0.0,3021.0,
2020-01-09 05:00:00,349.63,17.0,90.0,8071.0,,,2272.0,0.0,2940.0,
2020-01-09 06:00:00,348.24,16.0,90.0,7330.0,,,2273.0,0.0,3054.0,
2020-01-09 07:00:00,343.81,16.0,90.0,6918.0,,,2276.0,0.0,3223.0,
2020-01-09 08:00:00,339.63,14.0,90.0,5914.0,,,2274.0,0.0,3067.0,
2020-01-09 09:00:00,333.94,17.0,90.0,5541.0,,,2274.0,0.0,3417.0,
2020-01-09 10:00:00,339.09,18.0,90.0,5500.0,,,2273.0,0.0,3309.0,
2020-01-09 11:00:00,338.38,17.0,91.0,5288.0,,,2274.0,0.0,3301.0,
2020-01-09 12:00:00,343.38,19.0,91.0,5848.0,,,2273.0,0.0,3152.0,
2020-01-09 13:00:00,345.67,17.0,90.0,6370.0,,,2273.0,0.0,2933.0,
2020-01-09 14:00:00,358.55,18.0,90.0,7711.0,,,2273.0,0.0,2949.0,
2020-01-09 15:00:00,362.04,19.0,91.0,8409.0,,,2274.0,93.0,3037.0,
2020-01-09 16:00:00,314.23,17.0,91.0,8211.0,,,2274.0,2575.0,3121.0,
2020-01-09 17:00:00,264.0,18.0,91.0,6541.0,,,2275.0,4922.0,2971.0,
2020-01-09 18:00:00,259.99,18.0,90.0,6529.0,,,2273.0,5150.0,2699.0,
2020-01-09 19:00:00,238.49,18.0,91.0,5665.0,,,2272.0,6252.0,2415.0,
2020-01-09 20:00:00,241.54,16.0,90.0,5714.0,,,2272.0,5851.0,2516.0,
2020-01-09 21:00:00,243.99,18.0,91.0,5555.0,,,2273.0,5691.0,2369.0,
2020-01-09 22:00:00,237.0,17.0,91.0,5742.0,,,2271.0,5777.0,3094.0,
2020-01-09 23:00:00,270.94,18.0,91.0,6463.0,,,2271.0,4404.0,3012.0,
2020-01-10 00:00:00,321.18,17.0,91.0,7797.0,,,2273.0,1492.0,3681.0,
2020-01-10 01:00:00,359.09,18.0,91.0,9535.0,,,2271.0,0.0,3394.0,
2020-01-10 02:00:00,362.93,18.0,91.0,9722.0,,,2271.0,0.0,2978.0,
2020-01-10 03:00:00,382.87,16.0,91.0,10416.0,,,2272.0,0.0,2176.0,
2020-01-10 04:00:00,401.83,16.0,91.0,10643.0,,,2273.0,0.0,1367.0,
2020-01-10 05:00:00,405.94,15.0,90.0,10529.0,,,2272.0,0.0,1407.0,
2020-01-10 06:00:00,387.26,17.0,90.0,9258.0,,,2273.0,0.0,1932.0,
2020-01-10 07:00:00,388.06,19.0,90.0,8958.0,,,2271.0,0.0,2006.0,
2020-01-10 08:00:00,413.93,17.0,91.0,8771.0,,,2273.0,0.0,1028.0,
2020-01-10 09:00:00,377.84,16.0,91.0,7892.0,,,2272.0,0.0,2492.0,
2020-01-10 10:00:00,398.18,15.0,90.0,8261.0,,,2274.0,0.0,1403.0,
2020-01-10 11:00:00,422.9,16.0,91.0,8898.0,,,2273.0,0.0,431.0,
2020-01-10 12:00:00,414.67,16.0,90.0,8265.0,,,2273.0,0.0,559.0,
2020-01-10 13:00:00,393.08,16.0,90.0,7962.0,,,2276.0,0.0,1207.0,
2020-01-10 14:00:00,404.49,16.0,90.0,9365.0,,,2274.0,0.0,795.0,
2020-01-10 15:00:00,409.64,15.0,47.0,10423.0,,,2275.0,153.0,592.0,
2020-01-10 16:00:00,359.43,14.0,90.0,10086.0,,,2277.0,3460.0,213.0,
2020-01-10 17:00:00,292.38,17.0,90.0,7875.0,,,2276.0,6810.0,54.0,
2020-01-10 18:00:00,270.59,18.0,91.0,7433.0,,,2276.0,7574.0,42.0,
2020-01-10 19:00:00,252.33,16.0,90.0,6368.0,,,2276.0,8107.0,128.0,
2020-01-10 20:00:00,251.4,18.0,91.0,6094.0,,,2275.0,7651.0,242.0,
2020-01-10 21:00:00,249.14,18.0,91.0,5996.0,,,2274.0,7839.0,294.0,
2020-01-10 22:00:00,256.34,18.0,91.0,6420.0,,,2275.0,7688.0,280.0,
2020-01-10 23:00:00,286.81,18.0,91.0,7028.0,,,2271.0,6388.0,273.0,
2020-01-11 00:00:00,362.8,18.0,92.0,8798.0,,,2273.0,2356.0,278.0,
2020-01-11 01:00:00,410.0,16.0,91.0,10916.0,,,2273.0,0.0,302.0,
2020-01-11 02:00:00,408.97,17.0,91.0,11201.0,,,2274.0,0.0,336.0,
2020-01-11 03:00:00,413.17,14.0,91.0,11258.0,,,2272.0,0.0,384.0,
2020-01-11 04:00:00,410.34,15.0,90.0,10568.0,,,2275.0,0.0,504.0,
2020-01-11 05:00:00,404.68,16.0,91.0,10474.0,,,2274.0,0.0,834.0,
2020-01-11 06:00:00,403.62,17.0,91.0,9842.0,,,2273.0,0.0,1089.0,
2020-01-11 07:00:00,398.12,17.0,46.0,9322.0,,,2272.0,0.0,1240.0,
2020-01-11 08:00:00,390.98,18.0,90.0,8382.0,,,2273.0,0.0,1338.0,
2020-01-11 09:00:00,381.62,16.0,91.0,7956.0,,,2274.0,0.0,1258.0,
2020-01-11 10:00:00,349.0,14.0,46.0,6730.0,,,2273.0,0.0,2016.0,
2020-01-11 11:00:00,348.06,14.0,91.0,6593.0,,,2273.0,0.0,2110.0,
2020-01-11 12:00:00,346.95,17.0,90.0,6192.0,,,2272.0,0.0,1904.0,
2020-01-11 13:00:00,345.68,16.0,91.0,6314.0,,,2275.0,0.0,1828.0,
2020-01-11 14:00:00,336.56,15.0,90.0,6643.0,,,2275.0,0.0,2122.0,
2020-01-11 15:00:00,346.44,15.0,90.0,7082.0,,,2275.0,139.0,2202.0,
2020-01-11 16:00:00,266.67,10.0,90.0,5332.0,,,2277.0,3334.0,2451.0,
2020-01-11 17:00:00,215.1,10.0,90.0,4146.0,,,2277.0,5778.0,2753.0,
2020-01-11 18:00:00,201.75,10.0,90.0,3798.0,,,2275.0,6196.0,2900.0,
2020-01-11 19:00:00,203.05,10.0,90.0,4146.0,,,2278.0,5966.0,2767.0,
2020-01-11 20:00:00,193.67,10.0,90.0,3918.0,,,2276.0,6021.0,3041.0,
2020-01-11 21:00:00,195.85,10.0,48.0,3948.0,,,2275.0,5581.0,3198.0,
2020-01-11 22:00:00,206.44,10.0,90.0,4190.0,,,2276.0,5193.0,3285.0,
2020-01-11 23:00:00,235.23,10.0,90.0,5144.0,,,2274.0,4611.0,3190.0,
2020-01-12 00:00:00,291.92,10.0,90.0,5808.0,,,2273.0,2109.0,2994.0,
2020-01-12 01:00:00,346.85,14.0,90.0,7546.0,,,2272.0,18.0,2889.0,
2020-01-12 02:00:00,342.47,12.0,46.0,7504.0,,,2275.0,3.0,2805.0,
2020-01-12 03:00:00,346.36,13.0,90.0,8013.0,,,2275.0,3.0,2697.0,
2020-01-12 04:00:00,356.28,15.0,91.0,8134.0,,,2276.0,0.0,2496.0,
2020-01-12 05:00:00,363.1,12.0,90.0,8454.0,,,2274.0,0.0,2537.0,
2020-01-12 06:00:00,352.23,15.0,90.0,7477.0,,,2273.0,0.0,2938.0,
2020-01-12 07:00:00,357.92,14.0,90.0,7257.0,,,2276.0,0.0,2554.0,
2020-01-12 08:00:00,389.8,15.0,90.0,7704.0,,,2278.0,0.0,1260.0,
2020-01-12 09:00:00,398.76,16.0,90.0,7736.0,,,2277.0,0.0,929.0,
2020-01-12 10:00:00,393.23,14.0,90.0,7343.0,,,2277.0,0.0,1000.0,
2020-01-12 11:00:00,369.32,14.0,90.0,6787.0,,,2277.0,0.0,1754.0,
2020-01-12 12:00:00,336.84,14.0,90.0,5685.0,,,2275.0,0.0,2801.0,
2020-01-12 13:00:00,345.63,14.0,90.0,6199.0,,,2277.0,0.0,2378.0,
2020-01-12 14:00:00,331.37,13.0,90.0,5873.0,,,2276.0,0.0,2460.0,
2020-01-12 15:00:00,334.5,15.0,90.0,6411.0,,,2273.0,136.0,2620.0,
2020-01-12 16:00:00,272.01,18.0,90.0,5350.0,,,2274.0,3515.0,2308.0,
2020-01-12 17:00:00,219.71,19.0,90.0,4537.0,,,2275.0,7024.0,1620.0,
2020-01-12 18:00:00,208.75,16.0,90.0,4156.0,,,2273.0,7268.0,1580.0,
2020-01-12 19:00:00,221.51,17.0,91.0,4438.0,,,2276.0,5985.0,1945.0,
2020-01-12 20:00:00,201.14,18.0,90.0,4305.0,,,2277.0,6931.0,2236.0,
2020-01-12 21:00:00,202.07,17.0,90.0,4067.0,,,2276.0,6389.0,2423.0,
2020-01-12 22:00:00,211.76,18.0,91.0,4265.0,,,2277.0,5905.0,2413.0,
2020-01-12 23:00:00,226.38,17.0,91.0,4732.0,,,2274.0,4714.0,3081.0,
2020-01-13 00:00:00,281.48,16.0,91.0,5758.0,,,2273.0,2527.0,2876.0,
2020-01-13 01:00:00,340.0,16.0,91.0,7358.0,,,2274.0,0.0,2679.0,
2020-01-13 02:00:00,343.08,15.0,90.0,7862.0,,,2274.0,0.0,2877.0,
2020-01-13 03:00:00,340.41,15.0,46.0,7847.0,,,2274.0,0.0,3018.0,
2020-01-13 04:00:00,335.42,14.0,91.0,7614.0,,,2275.0,0.0,3272.0,
