datetime,carbon_intensity_avg,power_production_coal_avg,power_production_oil_avg,power_production_gas_avg,power_production_biomass_avg,power_production_unknown_avg,power_production_nuclear_avg,power_production_solar_avg,power_production_wind_avg,power_production_hydro_avg
2020-02-29 13:00:00,294.15,20.0,91.0,4228.0,,,2263.0,0.0,1553.0,
2020-02-29 14:00:00,289.52,17.0,90.0,4466.0,,,2263.0,0.0,1843.0,
2020-02-29 15:00:00,260.15,17.0,90.0,3900.0,,,2262.0,1650.0,1793.0,
2020-02-29 16:00:00,222.35,18.0,91.0,3346.0,,,2265.0,3741.0,1584.0,
2020-02-29 17:00:00,172.62,20.0,90.0,2701.0,,,2264.0,6029.0,1825.0,
2020-02-29 18:00:00,168.13,19.0,91.0,2884.0,,,2263.0,7071.0,1612.0,
2020-02-29 19:00:00,162.03,21.0,90.0,2484.0,,,2264.0,6850.0,1709.0,
2020-02-29 20:00:00,168.94,19.0,90.0,2487.0,,,2263.0,5856.0,2132.0,
2020-02-29 21:00:00,166.3,17.0,90.0,2520.0,,,2262.0,5551.0,2566.0,
2020-02-29 22:00:00,166.28,17.0,90.0,2673.0,,,2263.0,5152.0,3079.0,
2020-02-29 23:00:00,161.91,14.0,91.0,2957.0,,,2261.0,6307.0,3385.0,
2020-03-01 00:00:00,197.96,15.0,49.0,4031.0,,,2259.0,4544.0,3547.0,
2020-03-01 01:00:00,234.9,14.0,90.0,4352.0,,,2262.0,1550.0,3369.0,
2020-03-01 02:00:00,281.37,15.0,90.0,5722.0,,,2263.0,0.0,2567.0,
2020-03-01 03:00:00,287.76,15.0,91.0,6168.0,,,2261.0,0.0,2523.0,
2020-03-01 04:00:00,297.12,15.0,90.0,6184.0,,,2262.0,0.0,2561.0,
2020-03-01 05:00:00,292.02,15.0,90.0,5761.0,,,2264.0,0.0,3010.0,
2020-03-01 06:00:00,286.41,17.0,90.0,5142.0,,,2261.0,0.0,3117.0,
2020-03-01 07:00:00,289.67,15.0,90.0,4736.0,,,2263.0,0.0,2732.0,
2020-03-01 08:00:00,286.84,16.0,90.0,4566.0,,,2261.0,0.0,2648.0,
2020-03-01 09:00:00,272.52,17.0,91.0,3905.0,,,2262.0,0.0,2990.0,
2020-03-01 10:00:00,282.34,16.0,91.0,4428.0,,,2262.0,0.0,2797.0,
2020-03-01 11:00:00,276.22,15.0,90.0,4315.0,,,2264.0,0.0,2993.0,
2020-03-01 12:00:00,269.86,16.0,90.0,4100.0,,,2263.0,0.0,3231.0,
2020-03-01 13:00:00,282.53,17.0,91.0,4347.0,,,2263.0,0.0,2510.0,
2020-03-01 14:00:00,278.6,16.0,46.0,4402.0,,,2263.0,0.0,2619.0,
2020-03-01 15:00:00,254.63,16.0,46.0,3756.0,,,2264.0,1372.0,2371.0,
2020-03-01 16:00:00,192.38,16.0,46.0,2397.0,,,2264.0,4842.0,1940.0,
2020-03-01 17:00:00,165.06,17.0,46.0,2184.0,,,2265.0,6249.0,1747.0,
2020-03-01 18:00:00,156.68,17.0,46.0,2082.0,,,2265.0,6750.0,1644.0,
2020-03-01 19:00:00,155.36,16.0,46.0,2033.0,,,2266.0,7005.0,1787.0,
2020-03-01 20:00:00,159.3,16.0,46.0,1958.0,,,2266.0,6655.0,1815.0,
2020-03-01 21:00:00,172.11,16.0,46.0,2150.0,,,2266.0,5567.0,2036.0,
2020-03-01 22:00:00,169.77,16.0,46.0,2031.0,,,2266.0,5118.0,2505.0,
2020-03-01 23:00:00,188.46,16.0,46.0,2551.0,,,2267.0,4483.0,2445.0,
2020-03-02 00:00:00,230.12,16.0,46.0,3855.0,,,2267.0,3174.0,1889.0,
2020-03-02 01:00:00,293.08,16.0,46.0,6430.0,,,2266.0,638.0,1620.0,
2020-03-02 02:00:00,314.77,17.0,46.0,7984.0,,,2265.0,20.0,1725.0,
2020-03-02 03:00:00,309.73,16.0,46.0,7809.0,,,2265.0,0.0,2115.0,
2020-03-02 04:00:00,313.3,17.0,46.0,7743.0,,,2266.0,0.0,2200.0,
2020-03-02 05:00:00,315.5,17.0,46.0,7375.0,,,2266.0,0.0,1995.0,
2020-03-02 06:00:00,319.64,17.0,46.0,6748.0,,,2264.0,0.0,1871.0,
2020-03-02 07:00:00,317.43,18.0,46.0,6015.0,,,2266.0,0.0,1870.0,
2020-03-02 08:00:00,312.28,17.0,46.0,5579.0,,,2267.0,0.0,1942.0,
2020-03-02 09:00:00,311.06,18.0,46.0,5365.0,,,2267.0,0.0,1960.0,
2020-03-02 10:00:00,309.65,17.0,46.0,5271.0,,,2266.0,0.0,1928.0,
2020-03-02 11:00:00,302.72,17.0,46.0,5177.0,,,2265.0,0.0,2126.0,
2020-03-02 12:00:00,302.53,16.0,46.0,5353.0,,,2266.0,0.0,2098.0,
2020-03-02 13:00:00,306.39,17.0,46.0,5843.0,,,2266.0,0.0,1910.0,
2020-03-02 14:00:00,320.69,17.0,46.0,7121.0,,,2264.0,0.0,1773.0,
2020-03-02 15:00:00,308.37,16.0,46.0,7959.0,,,2265.0,1578.0,1518.0,
2020-03-02 16:00:00,247.52,18.0,46.0,6073.0,,,2264.0,4747.0,1388.0,
2020-03-02 17:00:00,194.31,16.0,46.0,4226.0,,,2265.0,7066.0,1737.0,
2020-03-02 18:00:00,194.79,16.0,46.0,4339.0,,,2264.0,6347.0,1991.0,
2020-03-02 19:00:00,180.11,14.0,46.0,3952.0,,,2261.0,6969.0,2387.0,
2020-03-02 20:00:00,167.13,14.0,46.0,3507.0,,,2263.0,7550.0,2519.0,
2020-03-02 21:00:00,172.13,17.0,46.0,3897.0,,,2263.0,7925.0,2442.0,
2020-03-02 22:00:00,170.2,17.0,47.0,4023.0,,,2262.0,8206.0,2610.0,
2020-03-02 23:00:00,171.77,17.0,46.0,4289.0,,,2262.0,8372.0,2930.0,
2020-03-03 00:00:00,206.92,17.0,46.0,5003.0,,,2263.0,5842.0,2753.0,
2020-03-03 01:00:00,280.57,20.0,46.0,7147.0,,,2261.0,1659.0,2086.0,
2020-03-03 02:00:00,325.4,18.0,46.0,9334.0,,,2263.0,0.0,2067.0,
2020-03-03 03:00:00,330.46,17.0,47.0,9631.0,,,2264.0,0.0,1846.0,
2020-03-03 04:00:00,336.48,17.0,46.0,9490.0,,,2262.0,0.0,1466.0,
2020-03-03 05:00:00,339.16,17.0,46.0,9224.0,,,2263.0,0.0,1413.0,
2020-03-03 06:00:00,334.02,19.0,46.0,8669.0,,,2263.0,0.0,1670.0,
2020-03-03 07:00:00,330.42,20.0,46.0,7755.0,,,2264.0,0.0,1327.0,
2020-03-03 08:00:00,328.18,19.0,46.0,7382.0,,,2266.0,0.0,1365.0,
2020-03-03 09:00:00,327.98,20.0,46.0,6725.0,,,2265.0,0.0,931.0,
2020-03-03 10:00:00,331.67,20.0,46.0,6648.0,,,2263.0,0.0,700.0,
2020-03-03 11:00:00,329.27,19.0,46.0,6533.0,,,2266.0,0.0,706.0,
2020-03-03 12:00:00,319.91,20.0,46.0,6632.0,,,2266.0,0.0,909.0,
2020-03-03 13:00:00,325.32,21.0,46.0,7707.0,,,2266.0,0.0,954.0,
2020-03-03 14:00:00,343.56,19.0,46.0,8776.0,,,2263.0,0.0,592.0,
2020-03-03 15:00:00,307.53,18.0,46.0,8151.0,,,2264.0,2537.0,530.0,
2020-03-03 16:00:00,212.86,20.0,46.0,4951.0,,,2264.0,7539.0,440.0,
2020-03-03 17:00:00,176.3,20.0,46.0,3936.0,,,2264.0,9230.0,423.0,
2020-03-03 18:00:00,171.94,19.0,46.0,3967.0,,,2263.0,9152.0,523.0,
2020-03-03 19:00:00,163.4,18.0,46.0,3598.0,,,2263.0,9555.0,343.0,
2020-03-03 20:00:00,167.3,18.0,47.0,3798.0,,,2263.0,9461.0,255.0,
2020-03-03 21:00:00,167.54,14.0,47.0,3942.0,,,2266.0,9667.0,205.0,
2020-03-03 22:00:00,170.55,13.0,47.0,4052.0,,,2265.0,9904.0,80.0,
2020-03-03 23:00:00,178.89,12.0,46.0,4319.0,,,2266.0,9434.0,6.0,
2020-03-04 00:00:00,237.38,13.67,46.33,6630.0,,,2265.33,6331.67,10.67,
2020-03-04 01:00:00,297.32,15.33,46.67,8941.0,,,2264.67,3229.33,15.33,
2020-03-04 02:00:00,357.47,17.0,47.0,11252.0,,,2264.0,127.0,20.0,
2020-03-04 03:00:00,355.86,16.0,46.0,11145.0,,,2265.0,132.0,185.0,
2020-03-04 04:00:00,355.25,16.0,46.0,10677.0,,,2264.0,132.0,349.0,
2020-03-04 05:00:00,361.61,16.0,47.0,10446.0,,,2264.0,131.0,159.0,
2020-03-04 06:00:00,366.35,16.0,46.0,10308.0,,,2264.0,0.0,212.0,
2020-03-04 07:00:00,356.57,17.0,46.0,9098.0,,,2265.0,0.0,327.0,
2020-03-04 08:00:00,357.6,18.0,46.0,8249.0,,,2267.0,0.0,212.0,
2020-03-04 09:00:00,354.07,16.0,46.0,7825.0,,,2266.0,0.0,276.0,
2020-03-04 10:00:00,351.1,16.0,46.0,7639.0,,,2267.0,0.0,300.0,
2020-03-04 11:00:00,351.33,17.0,46.0,7384.0,,,2268.0,0.0,208.0,
2020-03-04 12:00:00,355.66,18.0,46.0,7660.0,,,2266.0,0.0,215.0,
2020-03-04 13:00:00,353.36,17.0,46.0,7991.0,,,2266.0,0.0,198.0,
2020-03-04 14:00:00,354.16,18.0,46.0,8816.0,,,2264.0,0.0,197.0,
2020-03-04 15:00:00,312.67,16.0,46.0,8414.0,,,2265.0,2611.0,113.0,
2020-03-04 16:00:00,225.54,17.0,46.0,5546.0,,,2265.0,7317.0,90.0,
2020-03-04 17:00:00,191.72,19.0,46.0,4511.0,,,2262.0,9214.0,105.0,
2020-03-04 18:00:00,177.6,21.0,46.0,4140.0,,,2263.0,9800.0,113.0,
2020-03-04 19:00:00,165.47,21.0,46.0,3549.0,,,2260.0,9951.0,108.0,
2020-03-04 20:00:00,171.64,17.0,47.0,4058.0,,,2260.0,10093.0,74.0,
2020-03-04 21:00:00,178.05,17.0,47.0,4379.0,,,2261.0,10048.0,21.0,
2020-03-04 22:00:00,187.7,16.0,47.0,4735.0,,,2262.0,9849.0,6.0,
2020-03-04 23:00:00,195.25,15.0,46.0,4740.0,,,2260.0,9203.0,0.0,
2020-03-05 00:00:00,247.37,15.0,42.0,7061.0,,,2264.0,6966.0,0.0,
2020-03-05 01:00:00,333.06,17.0,45.0,9511.0,,,2261.0,1818.0,52.0,
2020-03-05 02:00:00,379.03,15.0,46.0,11506.0,,,2260.0,12.0,191.0,
2020-03-05 03:00:00,378.63,15.0,46.0,11474.0,,,2261.0,16.0,298.0,
2020-03-05 04:00:00,387.07,15.0,46.0,11303.0,,,2260.0,16.0,331.0,
2020-03-05 05:00:00,388.42,16.0,46.0,10895.0,,,2259.0,16.0,233.0,
2020-03-05 06:00:00,386.14,16.0,46.0,10248.0,,,2256.0,14.0,248.0,
2020-03-05 07:00:00,380.36,16.0,46.0,9170.0,,,2261.0,14.0,524.0,
2020-03-05 08:00:00,378.32,18.0,46.0,8752.0,,,2259.0,15.0,712.0,
2020-03-05 09:00:00,383.3,17.0,46.0,8683.0,,,2260.0,15.0,808.0,
2020-03-05 10:00:00,383.78,17.0,46.0,8789.0,,,2260.0,14.0,821.0,
2020-03-05 11:00:00,377.82,20.0,46.0,8464.0,,,2260.0,0.0,881.0,
2020-03-05 12:00:00,375.42,21.0,46.0,8872.0,,,2260.0,0.0,882.0,
2020-03-05 13:00:00,369.1,21.0,47.0,9326.0,,,2262.0,0.0,722.0,
2020-03-05 14:00:00,368.58,18.0,46.0,9776.0,,,2259.0,0.0,704.0,
2020-03-05 15:00:00,336.92,19.0,46.0,9260.0,,,2260.0,2233.0,663.0,
2020-03-05 16:00:00,255.79,20.0,46.0,7265.0,,,2261.0,7016.0,566.0,
2020-03-05 17:00:00,219.86,21.0,46.0,6343.0,,,2260.0,8679.0,608.0,
2020-03-05 18:00:00,203.59,20.0,46.0,5748.0,,,2258.0,9421.0,628.0,
2020-03-05 19:00:00,192.95,22.0,46.0,5003.0,,,2257.0,9583.0,549.0,
2020-03-05 20:00:00,196.82,19.0,46.0,5205.0,,,2256.0,9556.0,490.0,
2020-03-05 21:00:00,202.95,18.0,44.0,5503.0,,,2255.0,9215.0,558.0,
2020-03-05 22:00:00,217.08,18.0,47.0,5996.0,,,2255.0,8729.0,505.0,
2020-03-05 23:00:00,246.88,19.0,46.0,6992.0,,,2257.0,7199.0,470.0,
2020-03-06 00:00:00,289.91,17.0,46.0,8212.0,,,2257.0,4645.0,562.0,
2020-03-06 01:00:00,347.97,16.0,46.0,9978.0,,,2256.0,1301.0,620.0,
2020-03-06 02:00:00,370.62,13.0,47.0,11498.0,,,2256.0,181.0,707.0,
2020-03-06 03:00:00,371.81,15.0,47.0,11545.0,,,2259.0,0.0,859.0,
2020-03-06 04:00:00,366.63,14.0,46.0,11033.0,,,2259.0,0.0,1018.0,
2020-03-06 05:00:00,365.71,15.0,46.0,11005.0,,,2258.0,0.0,1123.0,
2020-03-06 06:00:00,367.9,16.0,46.0,10100.0,,,2257.0,0.0,1072.0,
2020-03-06 07:00:00,362.94,18.0,46.0,9207.0,,,2256.0,0.0,1090.0,
2020-03-06 08:00:00,367.8,21.0,47.0,8443.0,,,2254.0,0.0,1148.0,
2020-03-06 09:00:00,374.37,19.0,46.0,8661.0,,,2258.0,0.0,978.0,
2020-03-06 10:00:00,375.18,18.0,46.0,8563.0,,,2257.0,0.0,934.0,
2020-03-06 11:00:00,376.84,17.0,46.0,8514.0,,,2258.0,0.0,848.0,
2020-03-06 12:00:00,372.09,17.0,46.0,8431.0,,,2260.0,0.0,804.0,
2020-03-06 13:00:00,364.2,18.0,43.0,8902.0,,,2260.0,0.0,697.0,
2020-03-06 14:00:00,360.09,17.0,46.0,9597.0,,,2260.0,0.0,568.0,
2020-03-06 15:00:00,329.13,17.0,47.0,8904.0,,,2260.0,2149.0,520.0,
2020-03-06 16:00:00,240.46,18.0,46.0,6277.0,,,2261.0,6867.0,538.0,
2020-03-06 17:00:00,209.97,19.0,46.0,5389.0,,,2260.0,8722.0,642.0,
2020-03-06 18:00:00,198.56,19.0,46.0,5125.0,,,2257.0,9494.0,427.0,
2020-03-06 19:00:00,192.11,20.0,46.0,4743.0,,,2257.0,9594.0,431.0,
2020-03-06 20:00:00,195.66,19.0,45.0,4770.0,,,2256.0,9141.0,489.0,
2020-03-06 21:00:00,189.42,18.0,47.0,4672.0,,,2256.0,9570.0,728.0,
2020-03-06 22:00:00,190.58,18.0,47.0,4715.0,,,2254.0,9240.0,1209.0,
2020-03-06 23:00:00,200.07,17.0,46.0,5040.0,,,2256.0,8655.0,1402.0,
2020-03-07 00:00:00,230.81,16.0,46.0,5983.0,,,2257.0,6463.0,1738.0,
2020-03-07 01:00:00,307.15,16.0,46.0,7930.0,,,2259.0,1664.0,1756.0,
2020-03-07 02:00:00,340.03,15.0,46.0,9749.0,,,2259.0,0.0,2006.0,
2020-03-07 03:00:00,338.57,15.0,47.0,9632.0,,,2258.0,0.0,1907.0,
2020-03-07 04:00:00,345.79,16.0,46.0,9648.0,,,2257.0,0.0,1744.0,
2020-03-07 05:00:00,348.76,17.0,46.0,9533.0,,,2259.0,0.0,1721.0,
2020-03-07 06:00:00,353.28,16.0,46.0,9014.0,,,2258.0,0.0,1778.0,
2020-03-07 07:00:00,359.62,18.0,46.0,8798.0,,,2259.0,0.0,1719.0,
2020-03-07 08:00:00,352.12,18.0,46.0,8031.0,,,2257.0,0.0,1735.0,
2020-03-07 09:00:00,353.02,16.0,46.0,7692.0,,,2258.0,0.0,1416.0,
2020-03-07 10:00:00,350.02,16.0,46.0,7304.0,,,2257.0,0.0,1272.0,
2020-03-07 11:00:00,355.95,16.0,46.0,7251.0,,,2258.0,0.0,1006.0,
2020-03-07 12:00:00,353.4,17.0,46.0,7395.0,,,2259.0,0.0,999.0,
2020-03-07 13:00:00,344.61,15.0,43.0,7433.0,,,2258.0,0.0,1116.0,
2020-03-07 14:00:00,331.07,15.0,44.0,7442.0,,,2257.0,0.0,1557.0,
2020-03-07 15:00:00,302.86,16.0,46.0,6829.0,,,2257.0,1450.0,1771.0,
2020-03-07 16:00:00,261.58,16.0,46.0,5953.0,,,2259.0,3498.0,1610.0,
2020-03-07 17:00:00,230.5,17.0,46.0,4768.0,,,2259.0,4723.0,1462.0,
2020-03-07 18:00:00,199.06,17.0,46.0,4269.0,,,2255.0,6345.0,1630.0,
2020-03-07 19:00:00,174.28,16.0,46.0,3967.0,,,2258.0,7668.0,1830.0,
2020-03-07 20:00:00,169.09,18.0,46.0,3937.0,,,2257.0,8319.0,1660.0,
2020-03-07 21:00:00,170.93,17.0,46.0,4020.0,,,2253.0,8039.0,1821.0,
2020-03-07 22:00:00,185.01,17.0,46.0,4215.0,,,2256.0,6805.0,1967.0,
2020-03-07 23:00:00,193.86,18.0,46.0,4450.0,,,2257.0,6474.0,2085.0,
2020-03-08 00:00:00,225.34,18.0,46.0,5348.0,,,2255.0,4828.0,2076.0,
2020-03-08 01:00:00,290.04,17.0,46.0,6790.0,,,2256.0,1260.0,1938.0,
2020-03-08 02:00:00,330.5,16.0,46.0,8616.0,,,2256.0,0.0,1717.0,
2020-03-08 03:00:00,335.31,15.0,46.0,9127.0,,,2258.0,0.0,1725.0,
2020-03-08 04:00:00,338.68,16.0,46.0,8843.0,,,2257.0,0.0,1408.0,
2020-03-08 05:00:00,342.89,15.0,46.0,8700.0,,,2258.0,0.0,1399.0,
2020-03-08 06:00:00,348.07,18.0,46.0,8494.0,,,2257.0,0.0,1434.0,
2020-03-08 07:00:00,346.23,17.0,46.0,7818.0,,,2256.0,0.0,1419.0,
2020-03-08 08:00:00,346.89,18.0,46.0,7613.0,,,2255.0,0.0,1350.0,
2020-03-08 09:00:00,352.45,18.0,46.0,7436.0,,,2255.0,0.0,1306.0,
2020-03-08 10:00:00,358.59,18.0,46.0,7373.0,,,2253.0,0.0,1190.0,
2020-03-08 11:00:00,360.5,19.0,46.0,7598.0,,,2254.0,0.0,1186.0,
2020-03-08 12:00:00,391.48,19.0,46.0,7675.0,,,2254.0,0.0,1025.0,
2020-03-08 13:00:00,392.68,18.0,46.0,7761.0,,,2257.0,0.0,964.0,
2020-03-08 14:00:00,386.92,17.0,46.0,7681.0,,,2255.0,0.0,887.0,
2020-03-08 15:00:00,313.39,18.0,45.0,6628.0,,,2257.0,2612.0,855.0,
2020-03-08 16:00:00,217.33,18.0,46.0,5083.0,,,2255.0,7291.0,787.0,
2020-03-08 17:00:00,176.76,18.0,46.0,4291.0,,,2256.0,9125.0,811.0,
2020-03-08 18:00:00,166.94,16.0,46.0,3877.0,,,2256.0,9179.0,773.0,
2020-03-08 19:00:00,168.45,16.0,46.0,3651.0,,,2254.0,8511.0,898.0,
2020-03-08 20:00:00,169.97,16.0,46.0,3798.0,,,2254.0,8301.0,928.0,
2020-03-08 21:00:00,168.42,17.0,46.0,3899.0,,,2250.0,8568.0,1109.0,
2020-03-08 22:00:00,180.75,18.0,46.0,4273.0,,,2249.0,7663.0,1285.0,
2020-03-08 23:00:00,203.57,18.0,45.0,4920.0,,,2251.0,6727.0,1534.0,
2020-03-09 00:00:00,240.83,17.0,45.0,5081.0,,,2250.0,5455.0,1795.0,
2020-03-09 01:00:00,342.59,18.0,46.0,6993.0,,,2250.0,1498.0,1540.0,
2020-03-09 02:00:00,389.68,16.0,45.0,8904.0,,,2251.0,0.0,1513.0,
2020-03-09 03:00:00,398.79,14.0,46.0,9563.0,,,2252.0,0.0,1342.0,
2020-03-09 04:00:00,402.12,14.0,46.0,9571.0,,,2254.0,0.0,1397.0,
2020-03-09 05:00:00,401.22,14.0,46.0,9066.0,,,2253.0,0.0,1312.0,
2020-03-09 06:00:00,406.16,17.0,46.0,8841.0,,,2253.0,0.0,1068.0,
2020-03-09 07:00:00,379.47,17.0,46.0,8824.0,,,2253.0,0.0,961.0,
2020-03-09 08:00:00,388.2,17.0,46.0,9107.0,,,2252.0,0.0,884.0,
2020-03-09 09:00:00,392.27,17.0,46.0,8892.0,,,2251.0,0.0,759.0,
2020-03-09 10:00:00,387.24,17.0,46.0,8757.0,,,2253.0,0.0,883.0,
2020-03-09 11:00:00,379.36,17.0,46.0,8959.0,,,2254.0,0.0,842.0,
2020-03-09 12:00:00,373.63,18.0,46.0,8911.0,,,2252.0,0.0,635.0,
2020-03-09 13:00:00,375.87,17.0,46.0,10066.0,,,2251.0,0.0,574.0,
2020-03-09 14:00:00,396.75,17.0,46.0,11712.0,,,2254.0,0.0,503.0,
2020-03-09 15:00:00,364.04,15.0,46.0,11347.0,,,2253.0,2142.0,385.0,
2020-03-09 16:00:00,315.61,18.0,45.0,9433.0,,,2255.0,4884.0,67.0,
2020-03-09 17:00:00,262.33,18.0,46.0,7726.0,,,2254.0,7411.0,32.0,
2020-03-09 18:00:00,245.6,17.0,46.0,6912.0,,,2253.0,7617.0,93.0,
2020-03-09 19:00:00,237.28,17.0,47.0,6695.0,,,2252.0,7955.0,78.0,
2020-03-09 20:00:00,241.63,18.0,46.0,6934.0,,,2250.0,7875.0,123.0,
2020-03-09 21:00:00,249.6,15.0,46.0,7075.0,,,2251.0,7262.0,125.0,
2020-03-09 22:00:00,287.13,17.0,46.0,8021.0,,,2247.0,5384.0,81.0,
2020-03-09 23:00:00,299.13,13.0,46.0,8276.0,,,2245.0,4610.0,111.0,
2020-03-10 00:00:00,344.23,13.0,47.0,9598.0,,,2246.0,2236.0,173.0,
2020-03-10 01:00:00,378.7,16.0,46.0,10720.0,,,2247.0,456.0,165.0,
2020-03-10 02:00:00,398.99,14.0,46.0,11978.0,,,2246.0,0.0,197.0,
2020-03-10 03:00:00,399.55,14.0,47.0,12145.0,,,2250.0,0.0,404.0,
2020-03-10 04:00:00,393.68,14.0,46.0,11570.0,,,2249.0,0.0,439.0,
2020-03-10 05:00:00,399.38,15.0,46.0,11079.0,,,2248.0,0.0,381.0,
2020-03-10 06:00:00,400.72,13.0,46.0,10176.0,,,2251.0,0.0,371.0,
2020-03-10 07:00:00,405.49,16.0,46.0,9641.0,,,2249.0,0.0,310.0,
2020-03-10 08:00:00,402.52,14.0,46.0,9158.0,,,2249.0,0.0,336.0,
2020-03-10 09:00:00,402.02,14.0,46.0,9069.0,,,2247.0,0.0,471.0,
2020-03-10 10:00:00,398.57,14.0,47.0,8826.0,,,2247.0,0.0,606.0,
2020-03-10 11:00:00,394.05,15.0,46.0,8758.0,,,2246.0,0.0,908.0,
2020-03-10 12:00:00,387.86,14.0,46.0,9297.0,,,2246.0,0.0,981.0,
2020-03-10 13:00:00,392.36,11.0,46.0,10538.0,,,2245.0,0.0,846.0,
2020-03-10 14:00:00,394.24,15.0,46.0,11833.0,,,2246.0,0.0,1289.0,
2020-03-10 15:00:00,382.74,14.0,46.0,12314.0,,,2249.0,669.0,1574.0,
2020-03-10 16:00:00,353.38,14.0,46.0,11450.0,,,2249.0,2155.0,1959.0,
2020-03-10 17:00:00,336.22,15.0,46.0,10393.0,,,2248.0,2842.0,1997.0,
2020-03-10 18:00:00,314.17,15.0,45.0,9294.0,,,2251.0,3607.0,2367.0,
2020-03-10 19:00:00,313.74,15.0,46.0,9368.0,,,2252.0,3733.0,2099.0,
2020-03-10 20:00:00,317.98,17.0,46.0,9713.0,,,2251.0,3797.0,1705.0,
2020-03-10 21:00:00,325.97,14.0,46.0,9729.0,,,2250.0,2947.0,1886.0,
2020-03-10 22:00:00,329.95,16.0,47.0,9553.0,,,2249.0,2117.0,1786.0,
2020-03-10 23:00:00,331.56,17.0,47.0,9372.0,,,2246.0,1482.0,1844.0,
2020-03-11 00:00:00,346.38,17.0,46.0,10193.0,,,2246.0,1046.0,1429.0,
2020-03-11 01:00:00,365.33,16.0,47.0,10911.0,,,2246.0,216.0,1100.0,
2020-03-11 02:00:00,380.12,16.0,46.0,11784.0,,,2247.0,0.0,780.0,
2020-03-11 03:00:00,394.16,16.0,47.0,12276.0,,,2246.0,0.0,381.0,
2020-03-11 04:00:00,392.42,16.0,46.0,11866.0,,,2248.0,0.0,449.0,
2020-03-11 05:00:00,394.92,14.0,46.0,11262.0,,,2250.0,0.0,508.0,
2020-03-11 06:00:00,390.28,14.0,46.0,9942.0,,,2248.0,0.0,556.0,
2020-03-11 07:00:00,387.04,14.0,46.0,9217.0,,,2249.0,0.0,470.0,
2020-03-11 08:00:00,386.12,13.0,46.0,8962.0,,,2250.0,0.0,394.0,
2020-03-11 09:00:00,384.03,12.0,46.0,8509.0,,,2248.0,0.0,419.0,
2020-03-11 10:00:00,377.6,13.0,46.0,8166.0,,,2247.0,0.0,466.0,
2020-03-11 11:00:00,379.13,14.0,46.0,8387.0,,,2247.0,0.0,436.0,
2020-03-11 12:00:00,376.7,13.0,46.0,8959.0,,,2246.0,0.0,377.0,
2020-03-11 13:00:00,377.98,12.0,46.0,10259.0,,,2247.0,0.0,252.0,
2020-03-11 14:00:00,381.84,13.0,46.0,11510.0,,,2246.0,0.0,217.0,
2020-03-11 15:00:00,375.02,13.0,46.0,11726.0,,,2247.0,818.0,244.0,
2020-03-11 16:00:00,350.83,12.0,46.0,10919.0,,,2246.0,2454.0,191.0,
2020-03-11 17:00:00,316.05,12.0,45.0,9449.0,,,2249.0,4185.0,188.0,
2020-03-11 18:00:00,287.83,13.0,46.0,7696.0,,,2249.0,4868.0,169.0,
2020-03-11 19:00:00,266.74,14.0,46.0,7027.0,,,2250.0,5717.0,282.0,
2020-03-11 20:00:00,250.64,13.0,46.0,6376.0,,,2251.0,6576.0,282.0,
2020-03-11 21:00:00,247.97,13.0,46.0,6159.0,,,2250.0,6448.0,298.0,
2020-03-11 22:00:00,250.97,14.0,46.0,6582.0,,,2249.0,6670.0,288.0,
2020-03-11 23:00:00,262.29,14.0,47.0,6904.0,,,2248.0,5764.0,292.0,
2020-03-12 00:00:00,281.7,15.0,47.0,7479.0,,,2247.0,4588.0,272.0,
2020-03-12 01:00:00,339.61,13.0,47.0,9925.0,,,2247.0,1514.0,299.0,
2020-03-12 02:00:00,372.02,13.0,46.0,11622.0,,,2245.0,47.0,363.0,
2020-03-12 03:00:00,381.08,14.0,46.0,12076.0,,,2247.0,24.0,407.0,
2020-03-12 04:00:00,388.53,12.0,47.0,12110.0,,,2250.0,0.0,506.0,
2020-03-12 05:00:00,398.18,15.0,46.0,11650.0,,,2251.0,0.0,483.0,
2020-03-12 06:00:00,396.57,13.0,46.0,10299.0,,,2252.0,0.0,588.0,
2020-03-12 07:00:00,407.67,14.0,46.0,9953.0,,,2252.0,0.0,662.0,
2020-03-12 08:00:00,408.34,14.0,46.0,9809.0,,,2254.0,0.0,765.0,
2020-03-12 09:00:00,406.16,15.0,46.0,9293.0,,,2252.0,0.0,788.0,
2020-03-12 10:00:00,407.4,15.0,46.0,9052.0,,,2253.0,0.0,700.0,
2020-03-12 11:00:00,410.74,14.0,46.0,9321.0,,,2250.0,0.0,679.0,
2020-03-12 12:00:00,408.24,15.0,46.0,9913.0,,,2249.0,0.0,652.0,
2020-03-12 13:00:00,399.48,14.0,46.0,10605.0,,,2250.0,0.0,731.0,
2020-03-12 14:00:00,407.58,13.0,45.0,12484.0,,,2249.0,0.0,810.0,
2020-03-12 15:00:00,372.47,14.0,46.0,12297.0,,,2251.0,1925.0,735.0,
2020-03-12 16:00:00,331.69,14.0,46.0,10443.0,,,2251.0,4074.0,583.0,
2020-03-12 17:00:00,327.18,14.5,46.0,10239.5,,,2250.5,4124.5,697.5,
2020-03-12 18:00:00,322.09,15.0,46.0,10036.0,,,2250.0,4175.0,812.0,
2020-03-12 19:00:00,328.86,16.0,46.0,10491.0,,,2252.0,4235.0,595.0,
2020-03-12 20:00:00,329.12,16.0,46.0,10823.0,,,2254.0,4119.0,828.0,
