zone_code,mean,cv
US-FLA-FPL,398.69120547945204,0.055185870443671466
US-FLA-GVL,715.7348618721461,0.030716671062902375
US-FLA-JEA,681.03375456621,0.03392578513154475
US-FLA-TAL,465.3904155251141,0.03718740446351219
US-FLA-TEC,595.9215913242009,0.056057552508463004
US-HI-OA,921.4057579908676,0.07409385094503633
US-MIDA-PJM,435.24686529680366,0.036553758932355115
US-MIDW-AECI,667.8603858447489,0.07100517993257603
US-MIDW-LGEE,886.440899543379,0.02091468322789567
US-MIDW-MISO,559.4231061643836,0.04807485713679636
US-NE-ISNE,274.9616860730594,0.08330231025586171
US-NW-BPAT,100.16670890410958,0.14813299407541022
US-NW-CHPD,25.865968036529683,0.08297373385256773
US-NW-DOPD,28.197793378995435,0.16373906467992086
US-NW-GCPD,41.917077625570776,0.2200011584004163
US-NW-GRID,477.83413356164385,0.08448093468670557
US-NW-IPCO,368.2584885844749,0.15553823091532992
US-NW-NEVP,510.335703196347,0.10868418907433555
US-NW-NWMT,686.964647260274,0.060755260243216126
US-NW-PACE,641.517055936073,0.11740518354948888
US-NW-PACW,331.0084874429224,0.18401197746253978
US-NW-PGE,201.98338812785389,0.1255000616333744
US-NW-PSCO,610.2964657534246,0.12164666653718124
US-NW-PSEI,144.856200913242,0.1212070049278068
US-NW-SCL,24.0,0.0
US-NW-TPWR,68.54467351598173,0.15885740752340152
US-NW-WACM,766.9815719178082,0.05000227832414066
US-NY-NYIS,259.9556210045662,0.06751220716958622
US-SE-SOCO,462.1793892694064,0.032118797476156834
US-SW-AZPS,448.0878892694064,0.10141800661182707
US-SW-EPE,641.8943687214611,0.07823229809362348
US-SW-PNM,670.2516461187214,0.10102797166610504
US-SW-SRP,274.1348253424658,0.11571198141285531
US-SW-TEPC,653.0670947488585,0.08007429732438999
US-SW-WALC,403.3045776255708,0.1001821790301721
US-TEN-TVA,359.19346803652974,0.047082388727698106
US-TEX-ERCO,420.46240296803654,0.10428739604090806
UY,141.39410045662098,0.26717535788585395
ZA,710.4685114155251,0.032005290999375643
